,region_name,indicator,year,value
11996,United States,ABA,1997,
11997,United States,ABB,1997,611.0
11998,United States,ABK,1997,
11999,United States,ABL,1997,
12000,United States,ABM,1997,
12001,United States,ABN,1997,
12002,United States,ABO,1997,
12003,United States,ABP,1997,
12004,United States,ABQ,1997,205.492
12005,United States,ABR,1997,120.179
12006,United States,ABS,1997,3.1381
12007,United States,ABT,1997,
12008,United States,ABU,1997,
12009,United States,ABV,1997,
12010,United States,ABW,1997,
12011,United States,ABX,1997,
12012,United States,ABY,1997,
12013,United States,ABZ,1997,
12014,United States,ACA,1997,6392.841618
12015,United States,ACB,1997,100668793.0
12016,United States,ACD,1997,
12017,Alabama,AAC,1997,
12018,Alabama,AAD,1997,24600.0
12019,Alabama,AAE,1997,
12020,Alabama,AAF,1997,2321253.0
12021,Alabama,AAH,1997,
12022,Alabama,AAI,1997,
12023,Alabama,AAQ,1997,31242.0
12024,Alabama,AAG,1997,
12025,Alabama,AAK,1997,93822199.0
12026,Alabama,AAL,1997,21480.0
12027,Alabama,AAM,1997,83209782.0
12028,Alabama,AAN,1997,19050.0
12029,Alabama,ABA,1997,
12030,Alabama,ABB,1997,564.5
12031,Alabama,ABK,1997,
12032,Alabama,ABL,1997,
12033,Alabama,ABM,1997,
12034,Alabama,ABN,1997,
12035,Alabama,ABO,1997,
12036,Alabama,ABP,1997,
12037,Alabama,ABQ,1997,199.27
12038,Alabama,ABR,1997,275.439
12039,Alabama,ABS,1997,9.3866
12040,Alabama,ABT,1997,
12041,Alabama,ABU,1997,
12042,Alabama,ABV,1997,
12043,Alabama,ABW,1997,
12044,Alabama,ABX,1997,
12045,Alabama,ABY,1997,
12046,Alabama,ABZ,1997,
12047,Alabama,ACA,1997,4903.287886
12048,Alabama,ACB,1997,656185.0
12049,Alabama,ACD,1997,
12050,Alaska,AAC,1997,
12051,Alaska,AAD,1997,4700.0
12052,Alaska,AAE,1997,
12053,Alaska,AAF,1997,374497.0
12054,Alaska,AAH,1997,
12055,Alaska,AAI,1997,
12056,Alaska,AAQ,1997,42139.0
12057,Alaska,AAG,1997,
12058,Alaska,AAK,1997,17047974.0
12059,Alaska,AAL,1997,27812.0
12060,Alaska,AAM,1997,15203610.0
12061,Alaska,AAN,1997,24803.0
12062,Alaska,ABA,1997,
12063,Alaska,ABB,1997,701.1
12064,Alaska,ABK,1997,
12065,Alaska,ABL,1997,
12066,Alaska,ABM,1997,
12067,Alaska,ABN,1997,
12068,Alaska,ABO,1997,
12069,Alaska,ABP,1997,
12070,Alaska,ABQ,1997,263.635
12071,Alaska,ABR,1997,63.788
12072,Alaska,ABS,1997,0.1631
12073,Alaska,ABT,1997,
12074,Alaska,ABU,1997,
12075,Alaska,ABV,1997,
12076,Alaska,ABW,1997,
12077,Alaska,ABX,1997,
12078,Alaska,ABY,1997,
12079,Alaska,ABZ,1997,
12080,Alaska,ACA,1997,9097.30549
12081,Alaska,ACB,1997,15968.0
12082,Alaska,ACD,1997,
12083,Arizona,AAC,1997,
12084,Arizona,AAD,1997,22100.0
12085,Arizona,AAE,1997,
12086,Arizona,AAF,1997,2497165.0
12087,Arizona,AAH,1997,
12088,Arizona,AAI,1997,
12089,Arizona,AAQ,1997,33614.0
12090,Arizona,AAG,1997,
12091,Arizona,AAK,1997,107437212.0
12092,Arizona,AAL,1997,22680.0
12093,Arizona,AAM,1997,94533284.0
12094,Arizona,AAN,1997,19956.0
12095,Arizona,ABA,1997,
12096,Arizona,ABB,1997,623.7
12097,Arizona,ABK,1997,
12098,Arizona,ABL,1997,
12099,Arizona,ABM,1997,
12100,Arizona,ABN,1997,
12101,Arizona,ABO,1997,
12102,Arizona,ABP,1997,
12103,Arizona,ABQ,1997,227.634
12104,Arizona,ABR,1997,80.2619
12105,Arizona,ABS,1997,2.7866
12106,Arizona,ABT,1997,
12107,Arizona,ABU,1997,
12108,Arizona,ABV,1997,
12109,Arizona,ABW,1997,
12110,Arizona,ABX,1997,
12111,Arizona,ABY,1997,
12112,Arizona,ABZ,1997,
12113,Arizona,ACA,1997,4940.29266
12114,Arizona,ACB,1997,1275987.0
12115,Arizona,ACD,1997,
12116,Arkansas,AAC,1997,
12117,Arkansas,AAD,1997,12700.0
12118,Arkansas,AAE,1997,
12119,Arkansas,AAF,1997,1427163.0
12120,Arkansas,AAH,1997,
12121,Arkansas,AAI,1997,
12122,Arkansas,AAQ,1997,28317.0
12123,Arkansas,AAG,1997,
12124,Arkansas,AAK,1997,52409055.0
12125,Arkansas,AAL,1997,20149.0
12126,Arkansas,AAM,1997,46699786.0
12127,Arkansas,AAN,1997,17954.0
12128,Arkansas,ABA,1997,
12129,Arkansas,ABB,1997,526.9
12130,Arkansas,ABK,1997,
12131,Arkansas,ABL,1997,
12132,Arkansas,ABM,1997,
12133,Arkansas,ABN,1997,
12134,Arkansas,ABO,1997,
12135,Arkansas,ABP,1997,
12136,Arkansas,ABQ,1997,96.2289
12137,Arkansas,ABR,1997,168.468
12138,Arkansas,ABS,1997,6.6511
12139,Arkansas,ABT,1997,
12140,Arkansas,ABU,1997,
12141,Arkansas,ABV,1997,
12142,Arkansas,ABW,1997,
12143,Arkansas,ABX,1997,
12144,Arkansas,ABY,1997,
12145,Arkansas,ABZ,1997,
12146,Arkansas,ACA,1997,4840.12238
12147,Arkansas,ACB,1997,2232440.0
12148,Arkansas,ACD,1997,
12149,California,AAC,1997,
12150,California,AAD,1997,160900.0
12151,California,AAE,1997,
12152,California,AAF,1997,17667115.0
12153,California,AAH,1997,
12154,California,AAI,1997,
12155,California,AAQ,1997,40429.0
12156,California,AAG,1997,
12157,California,AAK,1997,881903762.0
12158,California,AAL,1997,27147.0
12159,California,AAM,1997,761138752.0
12160,California,AAN,1997,23430.0
12161,California,ABA,1997,
12162,California,ABB,1997,798.3
12163,California,ABK,1997,
12164,California,ABL,1997,
12165,California,ABM,1997,
12166,California,ABN,1997,
12167,California,ABO,1997,
12168,California,ABP,1997,
12169,California,ABQ,1997,211.59
12170,California,ABR,1997,55.3438
12171,California,ABS,1997,1.1882
12172,California,ABT,1997,
12173,California,ABU,1997,
12174,California,ABV,1997,
12175,California,ABW,1997,
12176,California,ABX,1997,
12177,California,ABY,1997,
12178,California,ABZ,1997,
12179,California,ACA,1997,5414.298166
12180,California,ACB,1997,17201736.0
12181,California,ACD,1997,
12182,Colorado,AAC,1997,
12183,Colorado,AAD,1997,19700.0
12184,Colorado,AAE,1997,
12185,Colorado,AAF,1997,2629239.0
12186,Colorado,AAH,1997,
12187,Colorado,AAI,1997,
12188,Colorado,AAQ,1997,36283.0
12189,Colorado,AAG,1997,
12190,Colorado,AAK,1997,110052113.0
12191,Colorado,AAL,1997,27388.0
12192,Colorado,AAM,1997,94804101.0
12193,Colorado,AAN,1997,23593.0
12194,Colorado,ABA,1997,
12195,Colorado,ABB,1997,363.2
12196,Colorado,ABK,1997,
12197,Colorado,ABL,1997,
12198,Colorado,ABM,1997,
12199,Colorado,ABN,1997,
12200,Colorado,ABO,1997,
12201,Colorado,ABP,1997,
12202,Colorado,ABQ,1997,192.843
12203,Colorado,ABR,1997,57.6115
12204,Colorado,ABS,1997,0.3733
12205,Colorado,ABT,1997,
12206,Colorado,ABU,1997,
12207,Colorado,ABV,1997,
12208,Colorado,ABW,1997,
12209,Colorado,ABX,1997,
12210,Colorado,ABY,1997,
12211,Colorado,ABZ,1997,
12212,Colorado,ACA,1997,5727.6976810000015
12213,Colorado,ACB,1997,1350817.0
12214,Colorado,ACD,1997,
12215,Connecticut,AAC,1997,
12216,Connecticut,AAD,1997,17900.0
12217,Connecticut,AAE,1997,
12218,Connecticut,AAF,1997,2000349.0
12219,Connecticut,AAH,1997,
12220,Connecticut,AAI,1997,
12221,Connecticut,AAQ,1997,45833.0
12222,Connecticut,AAG,1997,
12223,Connecticut,AAK,1997,117944101.0
12224,Connecticut,AAL,1997,35214.0
12225,Connecticut,AAM,1997,97727395.0
12226,Connecticut,AAN,1997,29178.0
12227,Connecticut,ABA,1997,
12228,Connecticut,ABB,1997,390.9
12229,Connecticut,ABK,1997,
12230,Connecticut,ABL,1997,
12231,Connecticut,ABM,1997,
12232,Connecticut,ABN,1997,
12233,Connecticut,ABO,1997,
12234,Connecticut,ABP,1997,
12235,Connecticut,ABQ,1997,190.395
12236,Connecticut,ABR,1997,94.1676
12237,Connecticut,ABS,1997,1.8511
12238,Connecticut,ABT,1997,
12239,Connecticut,ABU,1997,
12240,Connecticut,ABV,1997,
12241,Connecticut,ABW,1997,
12242,Connecticut,ABX,1997,
12243,Connecticut,ABY,1997,
12244,Connecticut,ABZ,1997,
12245,Connecticut,ACA,1997,8901.025014
12246,Connecticut,ACB,1997,274048.0
12247,Connecticut,ACD,1997,
12248,Delaware,AAC,1997,
12249,Delaware,AAD,1997,3500.0
12250,Delaware,AAE,1997,
12251,Delaware,AAF,1997,464460.0
12252,Delaware,AAH,1997,
12253,Delaware,AAI,1997,
12254,Delaware,AAQ,1997,38501.0
12255,Delaware,AAG,1997,
12256,Delaware,AAK,1997,20362927.0
12257,Delaware,AAL,1997,27097.0
12258,Delaware,AAM,1997,17308133.0
12259,Delaware,AAN,1997,23032.0
12260,Delaware,ABA,1997,
12261,Delaware,ABB,1997,785.9
12262,Delaware,ABK,1997,
12263,Delaware,ABL,1997,
12264,Delaware,ABM,1997,
12265,Delaware,ABN,1997,
12266,Delaware,ABO,1997,
12267,Delaware,ABP,1997,
12268,Delaware,ABQ,1997,347.711
12269,Delaware,ABR,1997,169.39700000000005
12270,Delaware,ABS,1997,2.9275
12271,Delaware,ABT,1997,
12272,Delaware,ABU,1997,
12273,Delaware,ABV,1997,
12274,Delaware,ABW,1997,
12275,Delaware,ABX,1997,
12276,Delaware,ABY,1997,
12277,Delaware,ABZ,1997,
12278,Delaware,ACA,1997,7803.882979000001
12279,Delaware,ACB,1997,176356.0
12280,Delaware,ACD,1997,
12281,District of Columbia,AAC,1997,
12282,District of Columbia,AAD,1997,23100.0
12283,District of Columbia,AAF,1997,698730.0
12284,District of Columbia,AAH,1997,
12285,District of Columbia,AAI,1997,
12286,District of Columbia,AAQ,1997,55740.0
12287,District of Columbia,AAG,1997,
12288,District of Columbia,AAK,1997,20209086.0
12289,District of Columbia,AAL,1997,35596.0
12290,District of Columbia,AAM,1997,17295580.0
12291,District of Columbia,AAN,1997,30464.0
12292,District of Columbia,ABA,1997,
12293,District of Columbia,ABB,1997,2024.2
12294,District of Columbia,ABK,1997,
12295,District of Columbia,ABL,1997,
12296,District of Columbia,ABM,1997,
12297,District of Columbia,ABN,1997,
12298,District of Columbia,ABO,1997,
12299,District of Columbia,ABP,1997,
12300,District of Columbia,ABQ,1997,540.568
12301,District of Columbia,ABR,1997,802.6619999999998
12302,District of Columbia,ABS,1997,20.6082
12303,District of Columbia,ABT,1997,
12304,District of Columbia,ABU,1997,
12305,District of Columbia,ABV,1997,
12306,District of Columbia,ABW,1997,
12307,District of Columbia,ABX,1997,
12308,District of Columbia,ABY,1997,
12309,District of Columbia,ABZ,1997,
12310,District of Columbia,ACA,1997,9018.849318
12311,Florida,AAC,1997,
12312,Florida,AAD,1997,82100.0
12313,Florida,AAE,1997,
12314,Florida,AAF,1997,8005136.0
12315,Florida,AAH,1997,
12316,Florida,AAI,1997,
12317,Florida,AAQ,1997,32913.0
12318,Florida,AAG,1997,
12319,Florida,AAK,1997,388030818.0
12320,Florida,AAL,1997,25551.0
12321,Florida,AAM,1997,342266975.0
12322,Florida,AAN,1997,22538.0
12323,Florida,ABA,1997,
12324,Florida,ABB,1997,1023.6
12325,Florida,ABK,1997,
12326,Florida,ABL,1997,
12327,Florida,ABM,1997,
12328,Florida,ABN,1997,
12329,Florida,ABO,1997,
12330,Florida,ABP,1997,
12331,Florida,ABQ,1997,176.396
12332,Florida,ABR,1997,125.633
12333,Florida,ABS,1997,1.9491
12334,Florida,ABT,1997,
12335,Florida,ABU,1997,
12336,Florida,ABV,1997,
12337,Florida,ABW,1997,
12338,Florida,ABX,1997,
12339,Florida,ABY,1997,
12340,Florida,ABZ,1997,
12341,Florida,ACA,1997,5985.76595
12342,Florida,ACB,1997,4853417.0
12343,Florida,ACD,1997,
12344,Georgia,AAC,1997,
12345,Georgia,AAD,1997,35800.0
12346,Georgia,AAE,1997,
12347,Georgia,AAF,1997,4448701.0
12348,Georgia,AAH,1997,
12349,Georgia,AAI,1997,
12350,Georgia,AAQ,1997,34817.0
12351,Georgia,AAG,1997,
12352,Georgia,AAK,1997,186659726.0
12353,Georgia,AAL,1997,24289.0
12354,Georgia,AAM,1997,162136534.0
12355,Georgia,AAN,1997,21098.0
12356,Georgia,ABA,1997,
12357,Georgia,ABB,1997,606.6
12358,Georgia,ABK,1997,
12359,Georgia,ABL,1997,
12360,Georgia,ABM,1997,
12361,Georgia,ABN,1997,
12362,Georgia,ABO,1997,
12363,Georgia,ABP,1997,
12364,Georgia,ABQ,1997,207.037
12365,Georgia,ABR,1997,240.348
12366,Georgia,ABS,1997,6.7013
12367,Georgia,ABT,1997,
12368,Georgia,ABU,1997,
12369,Georgia,ABV,1997,
12370,Georgia,ABW,1997,
12371,Georgia,ABX,1997,
12372,Georgia,ABY,1997,
12373,Georgia,ABZ,1997,
12374,Georgia,ACA,1997,5707.5911
12375,Georgia,ACB,1997,1995404.0
12376,Georgia,ACD,1997,
12377,Hawaii,AAC,1997,
12378,Hawaii,AAD,1997,8300.0
12379,Hawaii,AAE,1997,
12380,Hawaii,AAF,1997,733761.0
12381,Hawaii,AAH,1997,
12382,Hawaii,AAI,1997,
12383,Hawaii,AAQ,1997,35049.0
12384,Hawaii,AAG,1997,
12385,Hawaii,AAK,1997,31791726.0
12386,Hawaii,AAL,1997,26239.0
12387,Hawaii,AAM,1997,28112750.0
12388,Hawaii,AAN,1997,23202.0
12389,Hawaii,ABA,1997,
12390,Hawaii,ABB,1997,277.9
12391,Hawaii,ABK,1997,
12392,Hawaii,ABL,1997,
12393,Hawaii,ABM,1997,
12394,Hawaii,ABN,1997,
12395,Hawaii,ABO,1997,
12396,Hawaii,ABP,1997,
12397,Hawaii,ABQ,1997,150.952
12398,Hawaii,ABR,1997,42.0917
12399,Hawaii,ABS,1997,0.0825
12400,Hawaii,ABT,1997,
12401,Hawaii,ABU,1997,
12402,Hawaii,ABV,1997,
12403,Hawaii,ABW,1997,
12404,Hawaii,ABX,1997,
12405,Hawaii,ABY,1997,
12406,Hawaii,ABZ,1997,
12407,Hawaii,ACA,1997,6143.57314
12408,Hawaii,ACB,1997,401411.0
12409,Hawaii,ACD,1997,
12410,Idaho,AAC,1997,
12411,Idaho,AAD,1997,5700.0
12412,Idaho,AAE,1997,
12413,Idaho,AAF,1997,708389.0
12414,Idaho,AAH,1997,
12415,Idaho,AAI,1997,
12416,Idaho,AAQ,1997,29842.0
12417,Idaho,AAG,1997,
12418,Idaho,AAK,1997,26166890.0
12419,Idaho,AAL,1997,21300.0
12420,Idaho,AAM,1997,23099614.0
12421,Idaho,AAN,1997,18803.0
12422,Idaho,ABA,1997,
12423,Idaho,ABB,1997,256.8
12424,Idaho,ABK,1997,
12425,Idaho,ABL,1997,
12426,Idaho,ABM,1997,
12427,Idaho,ABN,1997,
12428,Idaho,ABO,1997,
12429,Idaho,ABP,1997,
12430,Idaho,ABQ,1997,139.11
12431,Idaho,ABR,1997,12.861
12432,Idaho,ABS,1997,0.0814
12433,Idaho,ABT,1997,
12434,Idaho,ABU,1997,
12435,Idaho,ABV,1997,
12436,Idaho,ABW,1997,
12437,Idaho,ABX,1997,
12438,Idaho,ABY,1997,
12439,Idaho,ABZ,1997,
12440,Idaho,ACA,1997,4731.849349
12441,Idaho,ACB,1997,1816769.0
12442,Idaho,ACD,1997,
12443,Illinois,AAC,1997,
12444,Illinois,AAD,1997,52800.0
12445,Illinois,AAE,1997,
12446,Illinois,AAF,1997,6980621.0
12447,Illinois,AAH,1997,
12448,Illinois,AAI,1997,
12449,Illinois,AAQ,1997,39717.0
12450,Illinois,AAG,1997,
12451,Illinois,AAK,1997,346357612.0
12452,Illinois,AAL,1997,28423.0
12453,Illinois,AAM,1997,298874911.0
12454,Illinois,AAN,1997,24527.0
12455,Illinois,ABA,1997,
12456,Illinois,ABB,1997,861.4
12457,Illinois,ABK,1997,
12458,Illinois,ABL,1997,
12459,Illinois,ABM,1997,
12460,Illinois,ABN,1997,
12461,Illinois,ABO,1997,
12462,Illinois,ABP,1997,
12463,Illinois,ABQ,1997,239.49400000000003
12464,Illinois,ABR,1997,160.22
12465,Illinois,ABS,1997,3.5698
12466,Illinois,ABT,1997,
12467,Illinois,ABU,1997,
12468,Illinois,ABV,1997,
12469,Illinois,ABW,1997,
12470,Illinois,ABX,1997,
12471,Illinois,ABY,1997,
12472,Illinois,ABZ,1997,
12473,Illinois,ACA,1997,6557.4942329999985
12474,Illinois,ACB,1997,6602817.0
12475,Illinois,ACD,1997,
12476,Indiana,AAC,1997,
12477,Indiana,AAD,1997,25100.0
12478,Indiana,AAE,1997,
12479,Indiana,AAF,1997,3476263.0
12480,Indiana,AAH,1997,
12481,Indiana,AAI,1997,
12482,Indiana,AAQ,1997,33354.0
12483,Indiana,AAG,1997,
12484,Indiana,AAK,1997,142738061.0
12485,Indiana,AAL,1997,23968.0
12486,Indiana,AAM,1997,124412033.0
12487,Indiana,AAN,1997,20891.0
12488,Indiana,ABA,1997,
12489,Indiana,ABB,1997,514.6
12490,Indiana,ABK,1997,
12491,Indiana,ABL,1997,
12492,Indiana,ABM,1997,
12493,Indiana,ABN,1997,
12494,Indiana,ABO,1997,
12495,Indiana,ABP,1997,
12496,Indiana,ABQ,1997,161.202
12497,Indiana,ABR,1997,103.354
12498,Indiana,ABS,1997,2.5356
12499,Indiana,ABT,1997,
12500,Indiana,ABU,1997,
12501,Indiana,ABV,1997,
12502,Indiana,ABW,1997,
12503,Indiana,ABX,1997,
12504,Indiana,ABY,1997,
12505,Indiana,ABZ,1997,
12506,Indiana,ACA,1997,6605.151846
12507,Indiana,ACB,1997,3297312.0
12508,Indiana,ACD,1997,
12509,Iowa,AAC,1997,
12510,Iowa,AAD,1997,13600.0
12511,Iowa,AAE,1997,
12512,Iowa,AAF,1997,1841110.0
12513,Iowa,AAH,1997,
12514,Iowa,AAI,1997,
12515,Iowa,AAQ,1997,29424.0
12516,Iowa,AAG,1997,
12517,Iowa,AAK,1997,70118131.0
12518,Iowa,AAL,1997,24253.0
12519,Iowa,AAM,1997,61891739.0
12520,Iowa,AAN,1997,21408.0
12521,Iowa,ABA,1997,
12522,Iowa,ABB,1997,310.0
12523,Iowa,ABK,1997,
12524,Iowa,ABL,1997,
12525,Iowa,ABM,1997,
12526,Iowa,ABN,1997,
12527,Iowa,ABO,1997,
12528,Iowa,ABP,1997,
12529,Iowa,ABQ,1997,169.727
12530,Iowa,ABR,1997,45.3458
12531,Iowa,ABS,1997,0.2421
12532,Iowa,ABT,1997,
12533,Iowa,ABU,1997,
12534,Iowa,ABV,1997,
12535,Iowa,ABW,1997,
12536,Iowa,ABX,1997,
12537,Iowa,ABY,1997,
12538,Iowa,ABZ,1997,
12539,Iowa,ACA,1997,6047.393115999998
12540,Iowa,ACB,1997,6381676.0
12541,Iowa,ACD,1997,
12542,Kansas,AAC,1997,
12543,Kansas,AAD,1997,12500.0
12544,Kansas,AAE,1997,
12545,Kansas,AAF,1997,1676805.0
12546,Kansas,AAH,1997,
12547,Kansas,AAI,1997,
12548,Kansas,AAQ,1997,31309.0
12549,Kansas,AAG,1997,
12550,Kansas,AAK,1997,65844794.0
12551,Kansas,AAL,1997,24986.0
12552,Kansas,AAM,1997,57583646.0
12553,Kansas,AAN,1997,21851.0
12554,Kansas,ABA,1997,
12555,Kansas,ABB,1997,429.7
12556,Kansas,ABK,1997,
12557,Kansas,ABL,1997,
12558,Kansas,ABM,1997,
12559,Kansas,ABN,1997,
12560,Kansas,ABO,1997,
12561,Kansas,ABP,1997,
12562,Kansas,ABQ,1997,175.578
12563,Kansas,ABR,1997,78.7389
12564,Kansas,ABS,1997,1.2143
12565,Kansas,ABT,1997,
12566,Kansas,ABU,1997,
12567,Kansas,ABV,1997,
12568,Kansas,ABW,1997,
12569,Kansas,ABX,1997,
12570,Kansas,ABY,1997,
12571,Kansas,ABZ,1997,
12572,Kansas,ACA,1997,6158.365969
12573,Kansas,ACB,1997,3352243.0
12574,Kansas,ACD,1997,
12575,Kentucky,AAC,1997,
12576,Kentucky,AAD,1997,21300.0
12577,Kentucky,AAE,1997,
12578,Kentucky,AAF,1997,2188877.0
12579,Kentucky,AAH,1997,
12580,Kentucky,AAI,1997,
12581,Kentucky,AAQ,1997,30823.0
12582,Kentucky,AAG,1997,
12583,Kentucky,AAK,1997,84293663.0
12584,Kentucky,AAL,1997,21325.0
12585,Kentucky,AAM,1997,73782180.0
12586,Kentucky,AAN,1997,18666.0
12587,Kentucky,ABA,1997,
12588,Kentucky,ABB,1997,316.9
12589,Kentucky,ABK,1997,
12590,Kentucky,ABL,1997,
12591,Kentucky,ABM,1997,
12592,Kentucky,ABN,1997,
12593,Kentucky,ABO,1997,
12594,Kentucky,ABP,1997,
12595,Kentucky,ABQ,1997,160.192
12596,Kentucky,ABR,1997,101.879
12597,Kentucky,ABS,1997,3.4154
12598,Kentucky,ABT,1997,
12599,Kentucky,ABU,1997,
12600,Kentucky,ABV,1997,
12601,Kentucky,ABW,1997,
12602,Kentucky,ABX,1997,
12603,Kentucky,ABY,1997,
12604,Kentucky,ABZ,1997,
12605,Kentucky,ACA,1997,5928.958167
12606,Kentucky,ACB,1997,1610935.0
12607,Kentucky,ACD,1997,
12608,Louisiana,AAC,1997,
12609,Louisiana,AAD,1997,23200.0
12610,Louisiana,AAE,1997,
12611,Louisiana,AAF,1997,2289998.0
12612,Louisiana,AAH,1997,
12613,Louisiana,AAI,1997,
12614,Louisiana,AAQ,1997,31008.0
12615,Louisiana,AAG,1997,
12616,Louisiana,AAK,1997,93605316.0
12617,Louisiana,AAL,1997,21173.0
12618,Louisiana,AAM,1997,83278477.0
12619,Louisiana,AAN,1997,18837.0
12620,Louisiana,ABA,1997,
12621,Louisiana,ABB,1997,855.9
12622,Louisiana,ABK,1997,
12623,Louisiana,ABL,1997,
12624,Louisiana,ABM,1997,
12625,Louisiana,ABN,1997,
12626,Louisiana,ABO,1997,
12627,Louisiana,ABP,1997,
12628,Louisiana,ABQ,1997,261.136
12629,Louisiana,ABR,1997,243.878
12630,Louisiana,ABS,1997,8.2333
12631,Louisiana,ABT,1997,
12632,Louisiana,ABU,1997,
12633,Louisiana,ABV,1997,
12634,Louisiana,ABW,1997,
12635,Louisiana,ABX,1997,
12636,Louisiana,ABY,1997,
12637,Louisiana,ABZ,1997,
12638,Louisiana,ACA,1997,5200.682525
12639,Louisiana,ACB,1997,1457793.0
12640,Louisiana,ACD,1997,
12641,Maine,AAC,1997,
12642,Maine,AAD,1997,7200.0
12643,Maine,AAE,1997,
12644,Maine,AAF,1997,727238.0
12645,Maine,AAH,1997,
12646,Maine,AAI,1997,
12647,Maine,AAQ,1997,30749.0
12648,Maine,AAG,1997,
12649,Maine,AAK,1997,28858308.0
12650,Maine,AAL,1997,22999.0
12651,Maine,AAM,1997,25480323.0
12652,Maine,AAN,1997,20307.0
12653,Maine,ABA,1997,
12654,Maine,ABB,1997,120.8
12655,Maine,ABK,1997,
12656,Maine,ABL,1997,
12657,Maine,ABM,1997,
12658,Maine,ABN,1997,
12659,Maine,ABO,1997,
12660,Maine,ABP,1997,
12661,Maine,ABQ,1997,84.9555
12662,Maine,ABR,1997,5.2599
12663,Maine,ABS,1997,0.1594
12664,Maine,ABT,1997,
12665,Maine,ABU,1997,
12666,Maine,ABV,1997,
12667,Maine,ABW,1997,
12668,Maine,ABX,1997,
12669,Maine,ABY,1997,
12670,Maine,ABZ,1997,
12671,Maine,ACA,1997,6879.535644
12672,Maine,ACB,1997,219600.0
12673,Maine,ACD,1997,
12674,Maryland,AAC,1997,
12675,Maryland,AAD,1997,39100.0
12676,Maryland,AAE,1997,
12677,Maryland,AAF,1997,2870391.0
12678,Maryland,AAH,1997,
12679,Maryland,AAI,1997,
12680,Maryland,AAQ,1997,38419.0
12681,Maryland,AAG,1997,
12682,Maryland,AAK,1997,151291853.0
12683,Maryland,AAL,1997,29335.0
12684,Maryland,AAM,1997,127593715.0
12685,Maryland,AAN,1997,24740.0
12686,Maryland,ABA,1997,
12687,Maryland,ABB,1997,846.6
12688,Maryland,ABK,1997,
12689,Maryland,ABL,1997,
12690,Maryland,ABM,1997,
12691,Maryland,ABN,1997,
12692,Maryland,ABO,1997,
12693,Maryland,ABP,1997,
12694,Maryland,ABQ,1997,271.032
12695,Maryland,ABR,1997,224.302
12696,Maryland,ABS,1997,17.2764
12697,Maryland,ABT,1997,
12698,Maryland,ABU,1997,
12699,Maryland,ABV,1997,
12700,Maryland,ABW,1997,
12701,Maryland,ABX,1997,
12702,Maryland,ABY,1997,
12703,Maryland,ABZ,1997,
12704,Maryland,ACA,1997,7543.096616
12705,Maryland,ACB,1997,456523.0
12706,Maryland,ACD,1997,
12707,Massachusetts,AAC,1997,
12708,Massachusetts,AAD,1997,37400.0
12709,Massachusetts,AAE,1997,
12710,Massachusetts,AAF,1997,3802454.0
12711,Massachusetts,AAH,1997,
12712,Massachusetts,AAI,1997,
12713,Massachusetts,AAQ,1997,41810.0
12714,Massachusetts,AAG,1997,
12715,Massachusetts,AAK,1997,193952126.0
12716,Massachusetts,AAL,1997,31152.0
12717,Massachusetts,AAM,1997,162757696.0
12718,Massachusetts,AAN,1997,26141.0
12719,Massachusetts,ABA,1997,
12720,Massachusetts,ABB,1997,644.2
12721,Massachusetts,ABK,1997,
12722,Massachusetts,ABL,1997,
12723,Massachusetts,ABM,1997,
12724,Massachusetts,ABN,1997,
12725,Massachusetts,ABO,1997,
12726,Massachusetts,ABP,1997,
12727,Massachusetts,ABQ,1997,128.235
12728,Massachusetts,ABR,1997,35.7369
12729,Massachusetts,ABS,1997,1.2528
12730,Massachusetts,ABT,1997,
12731,Massachusetts,ABU,1997,
12732,Massachusetts,ABV,1997,
12733,Massachusetts,ABW,1997,
12734,Massachusetts,ABX,1997,
12735,Massachusetts,ABY,1997,
12736,Massachusetts,ABZ,1997,
12737,Massachusetts,ACA,1997,7818.263327
12738,Massachusetts,ACB,1997,384933.0
12739,Massachusetts,ACD,1997,
12740,Michigan,AAC,1997,
12741,Michigan,AAD,1997,40700.0
12742,Michigan,AAE,1997,
12743,Michigan,AAF,1997,5329933.0
12744,Michigan,AAH,1997,
12745,Michigan,AAI,1997,
12746,Michigan,AAQ,1997,39533.0
12747,Michigan,AAG,1997,
12748,Michigan,AAK,1997,253799739.0
12749,Michigan,AAL,1997,25874.0
12750,Michigan,AAM,1997,219233469.0
12751,Michigan,AAN,1997,22350.0
12752,Michigan,ABA,1997,
12753,Michigan,ABB,1997,590.0
12754,Michigan,ABK,1997,
12755,Michigan,ABL,1997,
12756,Michigan,ABM,1997,
12757,Michigan,ABN,1997,
12758,Michigan,ABO,1997,
12759,Michigan,ABP,1997,
12760,Michigan,ABQ,1997,218.156
12761,Michigan,ABR,1997,160.423
12762,Michigan,ABS,1997,1.5598
12763,Michigan,ABT,1997,
12764,Michigan,ABU,1997,
12765,Michigan,ABV,1997,
12766,Michigan,ABW,1997,
12767,Michigan,ABX,1997,
12768,Michigan,ABY,1997,
12769,Michigan,ABZ,1997,
12770,Michigan,ACA,1997,7567.733271999998
12771,Michigan,ACB,1997,2314487.0
12772,Michigan,ACD,1997,
12773,Minnesota,AAC,1997,
12774,Minnesota,AAD,1997,20100.0
12775,Minnesota,AAE,1997,
12776,Minnesota,AAF,1997,3109004.0
12777,Minnesota,AAH,1997,
12778,Minnesota,AAI,1997,
