,region_name,year,AAC,AAD,AAE,AAF,AAG,AAH,AAI,AAK,AAL,AAM,AAN,AAQ,ABA,ABB,ABK,ABL,ABM,ABN,ABO,ABP,ABQ,ABR,ABS,ABT,ABU,ABV,ABW,ABX,ABY,ABZ,ACA,ACB,ACD
0,Alabama,1990,,,,2047865.0,,,,64070364.0,15820.0,57240396.0,14133.0,24658.0,,708.6,,,,,,,,532.487,35.2094,,,721806.0,683833.0,,,40485.0,3327.1758,,
1,Alabama,1991,,,,2060099.0,,,,67662101.0,16506.0,60675532.0,14802.0,25786.0,,844.2,,,,,,,,509.324,38.8861,,,,,,,,3626.562725,,
2,Alabama,1992,,,,2097425.0,,,,72847428.0,17537.0,65529630.0,15775.0,27221.0,,871.7,,,,,,,,423.711,24.3379,,,,,,,,3616.0,,
3,Alabama,1993,,,,2158752.0,51910.0,,,76199461.0,18082.0,68466349.0,16247.0,27833.0,,780.4,,,,,,,,374.757,20.6207,,,,,,,,3761.125448,,
4,Alabama,1994,,,,2180001.0,,,,80680540.0,18938.0,72235176.0,16956.0,28865.0,,683.7,,,,,,,11.9242,372.773,15.5156,,,,,,,,4036.531519,,
5,Alabama,1995,,,,2241551.0,,,,85362072.0,19866.0,76251837.0,17746.0,29477.0,,632.4,,,,,,,74.1947,341.719,14.2432,,,746149.0,,,,,4404.7738020000015,,
6,Alabama,1996,,23400.0,,2275108.0,,,,89084446.0,20569.0,79270413.0,18303.0,30276.0,,565.4,,,,,,,191.776,304.057,12.1909,,,,,,,,4716.1651200000015,,
7,Alabama,1997,,24600.0,,2321253.0,,,,93822199.0,21480.0,83209782.0,19050.0,31242.0,,564.5,,,,,,,199.27,275.439,9.3866,,,,,,,,4903.287886,656185.0,
8,Alabama,1998,,25300.0,,2361174.0,,65.0,12601.0,99767737.0,22650.0,88543240.0,20102.0,32286.0,,512.1,,,,,,,228.506,289.168,6.2206,,,,,,,,5165.557704,,
9,Alabama,1999,,27200.0,,2377407.0,,77.0,12622.0,103105812.0,23274.0,91373205.0,20625.0,33571.0,,490.2,,,,1011.3899,1030.8402,51.238,279.336,245.771,4.5597,,,,,,,,5511.622153,,
10,Alabama,2000,,29200.0,,2392880.0,18677.0,62.0,10562.0,108000944.0,24258.0,95835660.0,21526.0,34858.0,,486.2,,,445.525,1013.2896,1000.0503,40.9165,344.184,270.958,2.7628,72.24769383,19.0,739992.0,725212.0,48194.4,15.35431502,37819.0,5758.4286280000015,,
11,Alabama,2001,,31700.0,46000.0,2376024.0,,105.0,21712.0,111693478.0,25001.0,99171424.0,22198.0,36305.0,,438.2,,,467.84,1014.3176,921.3969,41.6867,325.001,250.218,3.1775,,,737190.0,702423.0,,,,6052.006243,,
12,Alabama,2002,,34300.0,45000.0,2366944.0,,74.0,15325.0,114176585.0,25485.0,103044970.0,23001.0,37648.0,15.5,445.0,,,470.374,1028.3055,914.1326,43.0229,347.954,225.521,3.3211,,,739366.0,701235.0,,,,6327.227883,590268.0,32476161.0
13,Alabama,2003,1689.0,36900.0,45000.0,2374124.0,,30.0,5200.0,119399497.0,26513.0,108702895.0,24137.0,39270.0,14.7,429.2,13.22,62.58,450.611,1037.3286,894.5037,40.4751,315.703,206.699,2.5329,,,731220.0,706446.0,,,,6642.056951,,
14,Alabama,2004,2247.0,39000.0,44000.0,2429239.0,,18.0,3588.0,128541881.0,28371.0,117548086.0,25945.0,40872.0,16.0,427.0,13.13,62.66,473.936,1017.9598,875.6597,44.7176,293.895,181.141,3.6422,,,730140.0,706446.0,,,36464.0,6812.238581999999,,
15,Alabama,2005,4200.0,42100.0,43500.0,2490744.0,,14.0,1639.0,136187496.0,29802.0,123310841.0,26984.0,42500.0,16.9,433.0,13.23,63.57,474.264,1030.4597,955.8428,36.7062,375.378,206.371,3.7079,,,741761.0,706588.0,57757.0,12.84279,37453.0,7308.9346799999985,,
16,Alabama,2006,4277.0,43900.0,43000.0,2550043.0,,52.0,9567.0,144954288.0,31315.0,130245408.0,28137.0,44028.0,16.6,425.2,13.66,66.14,478.04,1014.8454,938.7896,43.5704,498.257,231.897,6.9362,,,743632.0,714197.0,,13.24744,37918.0,7979.697645,,
17,Alabama,2007,3393.0,47900.0,48800.0,2608233.0,,39.0,7594.0,152246048.0,32581.0,136506740.0,29213.0,45498.0,16.9,448.9,13.8682,67.6118,488.453,999.3066,1018.9645,32.0144,543.514,235.206,8.2112,,,742919.0,714302.0,50420.0,14.77321,38912.0,8742.844262,573538.0,32412281.0
18,Alabama,2008,3877.0,48000.0,47600.0,2588028.0,,60.0,13237.0,157727573.0,33430.0,141779525.0,30049.0,47055.0,15.7,452.8,13.6802,67.1878,497.412,1011.1258,959.0071,38.585,531.114,208.928,9.6313,,,745668.0,731161.0,47818.0,15.59387678,41346.0,9344.643943,870795.0,
19,Alabama,2009,3891.0,54700.0,46800.0,2487389.0,,79.0,22102.0,155513766.0,32685.0,143065352.0,30069.0,48402.0,16.6,450.1,13.1307,64.9388,489.566,997.7011,836.6643,42.6896,550.661,159.237,8.8559,79.9278,22.004,748889.0,712179.0,47492.0,15.76874,42082.0,9385.060933,740114.0,
20,Alabama,2010,3740.0,56500.0,46000.0,2462162.0,,47.0,10752.0,161256950.0,33697.0,148031950.0,30933.0,49833.0,17.3,383.7,12.5635,62.5117,476.525,1005.0346,870.8539,32.6663,565.743,165.972,5.4396,,,755552.0,698208.0,49363.24,15.30596452,43166.0,9553.767228,789333.0,
21,Alabama,2011,4063.0,,45000.0,2500322.0,,41.0,9836.0,166595407.0,34708.0,151548127.0,31573.0,50917.0,15.4,419.8,12.3584,61.8152,464.271,1013.8438,822.8992,40.5024,616.856,190.141,4.7473,81.8309,22.4775,744621.0,709225.0,47722.67,15.60308759,46035.0,9295.956643,1113551.0,
22,Alabama,2012,3873.0,,43200.0,2504840.0,,44.0,8133.0,170881367.0,35482.0,156018286.0,32396.0,51251.0,16.2,449.9,12.1211,60.9466,,1023.3672,888.3982,38.4805,635.024,192.243,4.4794,84.4774,23.3559,744637.0,715402.0,51877.22,14.35383392,45394.0,8927.172899,1278732.0,32413454.0
23,Alabama,2013,3848.0,,43500.0,2524124.0,,,,172789879.0,35778.0,156649752.0,32436.0,51524.0,16.7,418.1,12.0336,60.606,,1038.3096,857.3042,34.7768,611.03,173.72400000000005,3.7951,81.9051,23.4545,746204.0,688614.0,47161.77,15.82222211,44233.0,9486.241132,1194288.0,
24,Alabama,2014,3685.0,,43400.0,2551518.0,,,,178976771.0,36954.0,162417216.0,33535.0,52991.0,,,,,,,,,,,,84.6216,14.542,743900.0,706566.0,42736.79,17.41272566,44540.0,9543.099064,1041917.0,
25,Alabama,2015,3928.0,,43200.0,2594292.0,,,,184784917.0,38070.0,167035750.0,34413.0,53958.0,,,,,,,,,,,,,,741100.0,,,,45210.0,,,
26,Alabama,2016,,,44000.0,,,,,190791463.0,39231.0,173006388.0,35574.0,,,,,,,,,,,,,,,739500.0,,,,44450.0,,,
27,Alaska,1990,,,,338924.0,,,,12650093.0,22863.0,11176409.0,20200.0,36137.0,,524.5,,,,,,,,192.666,2.7111,,,113903.0,98213.0,,,5386.0,8431.172778,,
28,Alaska,1991,,,,347156.0,,,,13199663.0,23149.0,11773288.0,20648.0,37559.0,,613.9,,,,,,,,156.964,1.2276,,,,,,,,8329.666053,,
29,Alaska,1992,,,,350764.0,,,,14093288.0,23938.0,12637421.0,21465.0,39146.0,,660.5,,,,,,,,110.916,0.8493,,,,,,,,8450.0,,
30,Alaska,1993,,,,358161.0,11626.0,,,14837766.0,24753.0,13326493.0,22232.0,39881.0,,760.8,,,,,,,,113.107,1.8351,,,,,,,,8734.579040999999,,
31,Alaska,1994,,,,363344.0,,,,15326225.0,25404.0,13724849.0,22749.0,40444.0,,766.3,,,,,,,,152.161,0.4973,,,,,,,,8882.109889,,
32,Alaska,1995,,,,365083.0,,,,15739275.0,26041.0,14110970.0,23347.0,40610.0,,770.9,,,,,,,,109.197,0.3309,,,127618.0,,,,,8963.198395,,
33,Alaska,1996,,4300.0,,369095.0,,,,16166525.0,26565.0,14453052.0,23749.0,41286.0,,727.7,,,,,,,223.475,76.5731,,,,,,,,,9012.07238,,
34,Alaska,1997,,4700.0,,374497.0,,,,17047974.0,27812.0,15203610.0,24803.0,42139.0,,701.1,,,,,,,263.635,63.788,0.1631,,,,,,,,9097.30549,15968.0,
35,Alaska,1998,,4800.0,,382137.0,,16.0,4035.0,17836325.0,28771.0,15867977.0,25596.0,43086.0,,653.9,,,,,,,307.6140000000001,53.393,0.1613,,,,,,,,9074.490118000003,,
36,Alaska,1999,,5300.0,,381412.0,,14.0,9713.0,18429969.0,29498.0,16441973.0,26316.0,43857.0,,630.8,,,522.001,433.4333,615.2186,43.9606,301.867,48.3371,0.1601,,,,,,,,9208.803731999997,,
37,Alaska,2000,,6000.0,,389738.0,7542.0,20.0,4160.0,19875476.0,31651.0,17715909.0,28212.0,45271.0,,566.9,,,529.383,464.8032,708.1858,54.7488,409.273,57.5117,,76.92767589,24.7,133356.0,122412.0,7880.4,16.92249124,6615.0,9668.161193,,
38,Alaska,2001,,6400.0,600.0,394547.0,,5.0,986.0,20981151.0,33108.0,18662069.0,29449.0,47518.0,,589.5,,,533.446,469.2969,824.3436,58.9023,433.06,72.1241,,,,134349.0,123316.0,,,,9997.686542,,
39,Alaska,2002,,7600.0,610.0,402300.0,,17.0,1912.0,22013624.0,34271.0,19973961.0,31096.0,49157.0,9.2,565.4,,,522.229,471.715,567.3027,31.7948,591.19,99.5672,,,,134364.0,123145.0,,,,10419.20203,20543.0,366048788.0
40,Alaska,2003,1188.0,7900.0,610.0,405886.0,,28.0,3795.0,23077755.0,35591.0,21156028.0,32627.0,51120.0,9.2,598.0,15.55,71.71,510.634,490.4274,722.2787,47.6443,601.091,88.3142,0.1541,,,133933.0,122341.0,,,,10769.63195,,
41,Alaska,2004,1261.0,8400.0,620.0,414277.0,,28.0,3548.0,24255862.0,36791.0,22370430.0,33931.0,53001.0,9.4,632.3,15.68,73.15,530.4069999999998,462.7734,692.8406,57.4443,603.263,86.5074,1.2206,,,132970.0,122341.0,,,7236.0,11074.33849,,
42,Alaska,2005,1524.0,9200.0,640.0,421905.0,,21.0,4290.0,25928163.0,38876.0,23779050.0,35654.0,55458.0,10.8,632.0,15.68,73.87,494.902,475.001,608.0219999999998,,656.209,90.4076,1.3561,,,133288.0,121699.0,7912.0,16.84631,6909.0,11851.11477,,
43,Alaska,2006,1554.0,9300.0,640.0,431880.0,,27.0,10875.0,27582437.0,40845.0,25165304.0,37265.0,57149.0,10.9,688.0,16.28,77.24,500.549,496.6667,744.0039,,675.32,94.0224,1.6417,,,132608.0,122010.0,,16.77945,7361.0,12537.04369,,
44,Alaska,2007,1617.0,9400.0,680.0,441103.0,,17.0,8254.0,29744447.0,43723.0,26955293.0,39623.0,59888.0,8.9,661.3,16.2458,78.0029,492.305,509.0401,676.0563,35.3812,718.5310000000002,84.7138,1.0242,,,131029.0,120988.0,7613.0,17.21122,7666.0,13508.08508,,366013154.0
45,Alaska,2008,1534.0,9400.0,700.0,444449.0,,22.0,11212.0,32853999.0,47791.0,29690787.0,43189.0,62011.0,8.4,652.1,16.644000000000002,81.2948,495.483,508.2514,619.5099,49.6229,708.298,84.2206,0.1457,,,130662.0,119882.0,7927.0,16.48315882,7855.0,16002.19252,,
46,Alaska,2009,1608.0,14200.0,710.0,443863.0,,46.0,16709.0,32731783.0,46834.0,30264208.0,43303.0,64178.0,11.7,633.4,16.2027,79.4622,477.057,517.6743,695.1968,26.1618,739.613,141.738,,81.7165,27.5801,131661.0,119330.0,8083.1,16.28842894,8008.0,16821.579130000002,,
47,Alaska,2010,1703.0,12600.0,720.0,444209.0,,48.0,13681.0,34711427.0,48613.0,32033401.0,44863.0,65918.0,12.4,635.3,16.1511,80.0885,473.061,524.8996,397.1186,44.0141,847.471,179.237,0.4224,,,132104.0,120118.0,8170.64,16.16813371,8245.0,17349.768490000002,,
48,Alaska,2011,1799.0,,740.0,450862.0,,35.0,14044.0,37151409.0,51405.0,34062096.0,47131.0,68449.0,11.7,610.1,15.8513,78.5341,438.58,532.0892,365.9263,32.2625,794.086,136.153,0.6918,79.8556,25.7626,131167.0,119949.0,8087.87,16.21774336,8064.0,18351.71752,,
49,Alaska,2012,1612.0,,760.0,459439.0,,35.0,12508.0,38490699.0,52648.0,35432508.0,48465.0,70728.0,10.0,603.2,15.2943,75.9419,,535.6651,513.4561,29.5885,746.737,99.255,1.5039,86.2533,28.8604,131489.0,119799.0,7682.18,17.11610506,7989.0,19133.75845,,365336931.0
50,Alaska,2013,1460.0,,760.0,461288.0,,,,37916014.0,51455.0,34528515.0,46858.0,71993.0,10.9,602.6,15.57,77.8057,,543.7119,553.729,41.06399999999999,789.3919999999998,154.214,3.1444,83.1427,29.2121,130944.0,119873.0,7898.26,16.57884142,7860.0,19982.43516,,
51,Alaska,2014,1505.0,,760.0,461279.0,,,,40229123.0,54607.0,36655345.0,49756.0,74440.0,,,,,,,,,,,,86.6015,18.7241,130900.0,119381.0,7759.08,16.90612805,7720.0,20254.48129,,
52,Alaska,2015,1572.0,,760.0,465780.0,,,,41460746.0,56202.0,37644245.0,51029.0,76275.0,,,,,,,,,,,,,,131400.0,,,,7450.0,,,
53,Alaska,2016,,,760.0,,,,,41032003.0,55307.0,37415182.0,50432.0,,,,,,,,,,,,,,,132100.0,,,,7360.0,,,
54,Arizona,1990,,,,1894104.0,,,,63383028.0,17204.0,56445825.0,15321.0,25967.0,,652.4,,,,,,,196.33,144.35,16.992,,,639853.0,557252.0,,,32103.0,4053.211611,,
55,Arizona,1991,,,,1902691.0,,,,66575466.0,17573.0,59411097.0,15682.0,27220.0,,670.7,,,,,,,296.761,128.465,8.816,,,,,,,,4308.79582,,
56,Arizona,1992,,,,1925190.0,,,,70987974.0,18129.0,63627230.0,16249.0,28600.0,,670.8,,,,,,,241.691,106.927,4.035,,,,,,,,4381.0,,
57,Arizona,1993,,,,2010588.0,68982.0,,,76430689.0,18800.0,68395330.0,16824.0,29249.0,,715.0,,,,,,,253.675,102.72,2.3368,,,,,,,,4509.816203,,
58,Arizona,1994,,,,2141302.0,,,,83859970.0,19755.0,74868700.0,17637.0,30360.0,,703.1,,,,,,,216.98,84.8745,1.1778,,,,,,,,4610.506146,,
59,Arizona,1995,,,,2257829.0,,,,91282721.0,20594.0,81407721.0,18366.0,31021.0,,713.5,,,,,,,226.983,86.7231,1.0378,,,743566.0,,,,,4778.325902000001,,
60,Arizona,1996,,21800.0,,2387542.0,,,,98948614.0,21572.0,87317887.0,19036.0,32237.0,,631.5,,,,,,,233.097,80.86,2.2237,,,,,,,,4860.193114,,
61,Arizona,1997,,22100.0,,2497165.0,,,,107437212.0,22680.0,94533284.0,19956.0,33614.0,,623.7,,,,,,,227.634,80.2619,2.7866,,,,,,,,4940.29266,1275987.0,
62,Arizona,1998,,24100.0,,2616140.0,,31.0,4843.0,117552632.0,24072.0,102983500.0,21089.0,35497.0,,577.9,,,,,,,235.269,86.2729,3.7884,,,,,,,,5122.456828,,
63,Arizona,1999,,26500.0,,2696459.0,,27.0,13961.0,124514127.0,24785.0,108912979.0,21679.0,36870.0,,551.1,,,433.941,797.2017,707.0419999999998,36.171,241.071,85.4529,4.2199,,,,,,,,5234.702779,,
64,Arizona,2000,,29200.0,,2801536.0,31897.0,41.0,6154.0,135372547.0,26232.0,118132829.0,22891.0,39213.0,,531.7,,,438.572,789.3764,738.821,37.0491,243.674,79.9281,3.6577,69.24534975,23.5,877696.0,782851.0,44438.4,19.75084612,38304.0,5478.359673,,
65,Arizona,2001,,30400.0,10400.0,2828994.0,,87.0,14881.0,141148475.0,26766.0,123867047.0,23489.0,40562.0,,540.3,,,450.926,778.5755,698.7642,47.5201,270.324,73.8652,3.3918,,,922180.0,834036.0,,,,6031.59739,,
66,Arizona,2002,,34800.0,10300.0,2847734.0,,76.0,19811.0,146532203.0,27154.0,131639436.0,24395.0,41548.0,13.8,554.5,,,439.795,793.4392,658.5303,40.6082,274.409,69.5507,3.6654,,,937755.0,868547.0,,,,6469.522083,1587775.0,72726122.0
67,Arizona,2003,10955.0,37800.0,10300.0,2919126.0,,60.0,8757.0,155206313.0,28166.0,140597621.0,25515.0,42801.0,13.5,513.3,16.51,79.67,432.124,787.4616,681.202,40.6606,229.698,64.1484,3.3328,,,1012068.0,878891.0,,,,6784.004718000001,,
68,Arizona,2004,19507.0,42000.0,10200.0,3045136.0,,43.0,8515.0,169446981.0,29978.0,153291241.0,27120.0,44677.0,13.9,504.4,16.57,80.54,428.496,764.2412,706.9438,32.5594,292.244,70.7715,2.7334,,,1043298.0,878891.0,,,45508.0,6908.462428,,
69,Arizona,2005,18986.0,44600.0,10100.0,3224375.0,,18.0,5830.0,188531565.0,32288.0,168541698.0,28864.0,46543.0,14.4,512.0,16.48,80.58,419.378,784.8329,716.1867,37.2174,358.022,83.3601,2.9465,,,1094454.0,911640.0,51376.0,21.30283,59498.0,7217.713876999999,,
70,Arizona,2006,21529.0,46400.0,10000.0,3380613.0,,20.0,4375.0,209240727.0,34705.0,186413942.0,30919.0,49038.0,14.2,542.6,16.99,83.53,421.903,769.015,691.0755,39.9403,390.671,96.4757,3.2921,,,1068249.0,933663.0,,20.29927,54091.0,7636.953966,,
71,Arizona,2007,17528.0,48000.0,15600.0,3472288.0,,38.0,9057.0,220503346.0,35751.0,196540635.0,31866.0,51283.0,14.2,518.0,16.6969,82.6476,429.885,738.592,739.262,30.7896,392.285,79.858,4.6697,,,1087447.0,972404.0,54032.0,20.12598,55954.0,8037.523789,1638425.0,72696492.0
72,Arizona,2008,20638.0,54300.0,16400.0,3411715.0,,64.0,11578.0,224317885.0,35717.0,202030064.0,32169.0,53006.0,14.7,485.6,15.8338,78.9692,416.554,729.6235,664.3927,34.6346,381.051,53.0601,4.8768,,,1087817.0,973689.0,54696.0,19.88841963,61667.0,8630.292233,1605533.0,
73,Arizona,2009,20997.0,63000.0,17100.0,3240429.0,,129.0,21402.0,214058229.0,33746.0,197727710.0,31172.0,53543.0,21.2,426.5,14.6296,73.4996,425.152,722.2905,642.886,33.9583,394.222,49.2739,3.5022,78.9996,26.0755,1077831.0,999386.0,51947.23,20.74857504,62374.0,8732.116933,1484052.0,
74,Arizona,2010,18243.0,64400.0,18000.0,3184489.0,,73.0,14714.0,215052605.0,33558.0,197639292.0,30841.0,54499.0,18.6,413.6,13.6854,69.2856,395.852,731.5688,596.1831,33.6812,420.227,50.82899999999999,3.5982,,,1071751.0,968764.0,50030.62,21.42190123,61145.0,8756.056646,1744955.0,
75,Arizona,2011,20333.0,,19000.0,3243009.0,,67.0,11423.0,225838885.0,34921.0,204772746.0,31663.0,56004.0,17.2,414.2,13.196,67.2938,397.229,747.9135,598.0889,29.6738,451.23,70.4049,4.2268,81.119,26.371,1080319.0,964683.0,50800.15,21.26605925,64472.0,8645.545481000001,2397381.0,
76,Arizona,2012,18434.0,,20000.0,3297780.0,,63.0,14051.0,236220305.0,36066.0,214630362.0,32770.0,56984.0,19.0,428.9,13.1905,67.4763,,756.3406,592.3697,33.6984,464.5630000000001,88.64299999999999,3.0824,81.90899999999998,27.4674,1089384.0,969825.0,48866.42,22.29310025,63208.0,8224.255437,1753980.0,72700056.0
77,Arizona,2013,16097.0,,19600.0,3372915.0,,,,242181504.0,36558.0,218309438.0,32954.0,57426.0,20.2,405.8,12.9176,66.3251,,762.5904,531.2132,37.7676,466.394,97.8445,4.3795,81.7962,27.4726,1102445.0,973369.0,48358.73,22.79722813,62208.0,8387.907396999999,2011043.0,
78,Arizona,2014,16908.0,,19600.0,3447751.0,,,,255731845.0,38055.0,230638863.0,34321.0,58575.0,,,,,,,,,,,,82.8981,17.3256,1108100.0,987171.0,48124.48,23.10040545,66710.0,8327.370759,1675345.0,
79,Arizona,2015,17997.0,,19500.0,3542969.0,,,,267361132.0,39217.0,240127344.0,35222.0,59466.0,,,,,,,,,,,,,,1116000.0,,,,65520.0,,,
80,Arizona,2016,,,19600.0,,,,,278924877.0,40243.0,251229427.0,36247.0,,,,,,,,,,,,,,,1123900.0,,,,65740.0,,,
81,Arkansas,1990,,,,1203622.0,,,,34487482.0,14635.0,30989250.0,13150.0,22059.0,,532.2,,,,,,,7.8928,361.158,26.6063,,,436286.0,403025.0,,,26475.0,3485.008156000001,,
82,Arkansas,1991,,,,1230169.0,,,,36434402.0,15288.0,32832164.0,13777.0,23153.0,,593.3,,,,,,,22.7011,304.724,37.5554,,,,,,,,3699.891482,,
83,Arkansas,1992,,,,1255030.0,,,,39744696.0,16451.0,35877863.0,14850.0,24617.0,,576.5,,,,,,,28.3114,308.818,36.6724,,,,,,,,4031.0,,
84,Arkansas,1993,,,,1301238.0,26897.0,,,41722523.0,16986.0,37658080.0,15331.0,25123.0,,593.3,,,,,,,27.1953,309.001,22.7578,,,,,,,,4124.231112,,
85,Arkansas,1994,,,,1329036.0,,,,44297617.0,17762.0,39805824.0,15961.0,25962.0,,595.1,,,,,,,31.5956,276.341,17.8828,,,,,,,,4280.27616,,
86,Arkansas,1995,,,,1382418.0,,,,47104707.0,18579.0,42214894.0,16650.0,26494.0,,553.2,,,,,,,26.8202,222.056,19.5236,,,453257.0,,,,,4458.510357,,
87,Arkansas,1996,,12100.0,,1405330.0,,,,50012919.0,19444.0,44782176.0,17411.0,27247.0,,524.3,,,,,,,82.0727,196.57,10.1862,,,,,,,,4709.926216,,
88,Arkansas,1997,,12700.0,,1427163.0,,,,52409055.0,20149.0,46699786.0,17954.0,28317.0,,526.9,,,,,,,96.2289,168.468,6.6511,,,,,,,,4840.12238,2232440.0,
89,Arkansas,1998,,13000.0,,1445459.0,,32.0,6154.0,55647128.0,21189.0,49430878.0,18822.0,29795.0,,490.2,,,,,,,156.99,150.517,4.1123,,,,,,,,4998.691034,,
90,Arkansas,1999,,13900.0,,1460654.0,,26.0,5759.0,57896065.0,21832.0,51507761.0,19423.0,30861.0,,425.2,,,,1053.0345,814.4822,43.3657,221.166,121.65,3.2807,,,,,,,,5192.763974,,
91,Arkansas,2000,,14800.0,,1482460.0,12046.0,21.0,3764.0,61029036.0,22784.0,54162117.0,20220.0,32099.0,,445.3,,,,1055.4724,861.5049,51.4202,232.168,135.963,3.8825,75.42820303,16.7,449959.0,422958.0,31947.4,14.08436993,27335.0,5627.818515999998,,
92,Arkansas,2001,,16600.0,48000.0,1482555.0,,26.0,5952.0,64205009.0,23854.0,57100712.0,21215.0,33386.0,,452.4,,,469.264,1031.3308,834.8418,51.0299,270.16,170.854,1.8184,,,449805.0,422817.0,,,,5941.722827000001,,
93,Arkansas,2002,,18400.0,47500.0,1479211.0,,22.0,4047.0,65583321.0,24237.0,59255372.0,21898.0,34568.0,17.6,425.0,,,,1053.7239,838.3266,40.5518,269.808,169.146,1.2546,,,450985.0,418775.0,,,,6676.355542,1620384.0,33323626.0
94,Arkansas,2003,1903.0,18300.0,47500.0,1482751.0,,16.0,3456.0,69393101.0,25467.0,63369865.0,23257.0,36147.0,18.8,456.4,13.87,67.46,478.338,1024.5829,880.0969,46.2799,288.218,155.959,1.8711,,,454523.0,425571.0,,,,6980.840463,,
95,Arkansas,2004,2288.0,19500.0,47500.0,1506375.0,,15.0,3205.0,73711023.0,26807.0,67423741.0,24521.0,37869.0,16.4,502.3,14.03,68.69,473.224,1001.1325,844.6751,52.4039,285.691,150.293,1.7075,,,463115.0,425571.0,,,27181.0,7306.993187999998,,
96,Arkansas,2005,2698.0,20400.0,47000.0,1539221.0,,10.0,2067.0,77736622.0,27952.0,70563469.0,25373.0,39288.0,17.2,528.0,14.1,69.46,475.994,1008.7746,798.3052,47.0043,306.1,161.056,1.8711,,,474206.0,430290.0,32997.0,14.37119,26621.0,8243.274485,,
97,Arkansas,2006,2924.0,21500.0,46500.0,1569569.0,,13.0,3550.0,82701324.0,29308.0,74852012.0,26527.0,40557.0,17.3,552.8,14.52,72.06,473.032,988.7797,885.5827,43.7374,293.823,153.191,2.7394,,,476409.0,435278.0,,13.57716,28790.0,8748.457207,,
98,Arkansas,2007,2722.0,22500.0,49300.0,1585581.0,,32.0,5331.0,88227922.0,30972.0,79331757.0,27849.0,42465.0,17.9,537.1,14.5255,72.7153,480.86300000000006,989.6267,782.1367,46.6288,351.136,147.03,4.3037,,,479016.0,436804.0,33882.0,14.137770000000002,27166.0,9152.161189,3585250.0,33287812.0
99,Arkansas,2008,2997.0,23900.0,48700.0,1582628.0,,48.0,7755.0,92390681.0,32141.0,83062990.0,28896.0,43378.0,17.3,513.0,14.1479,71.4646,467.935,1020.0539,735.5826,42.8474,495.064,158.08700000000005,7.2144,,,478965.0,439347.0,37162.0,12.88856897,28725.0,9460.330873,3947511.0,
100,Arkansas,2009,2942.0,27300.0,47900.0,1548156.0,,49.0,9407.0,90880167.0,31372.0,83301109.0,28756.0,44295.0,18.9,515.8,13.7419,69.9708,462.728,989.8017,787.9472,40.8741,496.773,154.355,9.5174,81.066,19.0928,480559.0,439432.0,37240.0,12.90437701,28057.0,9650.729763,3407627.0,
101,Arkansas,2010,2684.0,28900.0,47000.0,1542601.0,,31.0,4238.0,92913782.0,31798.0,85132515.0,29135.0,45414.0,15.5,503.5,13.2171,67.6798,453.537,991.6603,734.3368,39.5513,528.9590000000002,163.55100000000004,7.0304,,,482114.0,435676.0,34272.8,14.06695689,28276.0,10236.75791,3550552.0,
102,Arkansas,2011,2874.0,,46000.0,1563702.0,,51.0,8036.0,99296630.0,33780.0,90232433.0,30697.0,46515.0,18.7,482.3,13.1774,67.8272,445.241,1009.1182,746.0351,34.2277,546.362,159.531,6.1947,84.4926,20.352,483114.0,443118.0,33982.96,14.2163602,28205.0,10331.64164,4279216.0,
103,Arkansas,2012,2795.0,,45100.0,1566172.0,,45.0,8802.0,106664517.0,36149.0,97176703.0,32934.0,48189.0,20.1,469.1,13.0028,66.9612,,1020.9748,694.2294,43.6468,563.251,146.043,5.8661,84.5002,21.2323,486157.0,443125.0,34131.42,14.24367928,28419.0,10396.6028,5265356.0,33303026.0
104,Arkansas,2013,2900.0,,44600.0,1570034.0,,,,106466207.0,35985.0,96121570.0,32488.0,49018.0,17.1,445.7,12.7838,65.8861,,1028.4949,751.7619,34.9275,523.781,135.871,6.0018,85.6576,20.5977,489979.0,470644.0,34933.04,14.02623419,28928.0,9852.816158,4978502.0,
105,Arkansas,2014,2793.0,,44000.0,1587200.0,,,,111500761.0,37581.0,100663798.0,33929.0,50105.0,,,,,,,,,,,,86.0216,14.0585,490500.0,449815.0,35430.04,13.85595387,29610.0,10622.31013,4357998.0,
106,Arkansas,2015,2814.0,,43500.0,1615649.0,,,,113923539.0,38257.0,102353058.0,34371.0,50865.0,,,,,,,,,,,,,,490800.0,,,,30360.0,,,
107,Arkansas,2016,,,43000.0,,,,,117572045.0,39345.0,105940583.0,35452.0,,,,,,,,,,,,,,,491300.0,,,,30520.0,,,
108,California,1990,,,,16834515.0,,,,643954932.0,21494.0,560852547.0,18720.0,31863.0,,1045.2,,,,,,,221.012,179.579,15.2239,,,4950474.0,4893341.0,,,236291.0,4390.820552,,
109,California,1991,,,,16750052.0,,,,665001713.0,21824.0,585651619.0,19220.0,33410.0,,1089.9,,,,,,,229.656,143.718,8.7592,,,,,,,,4490.683593,,
110,California,1992,,,,16390983.0,,,,701387002.0,22644.0,622619242.0,20101.0,35461.0,,1119.7,,,,,,,216.871,122.849,5.1235,,,,,,,,4746.0,,
111,California,1993,,,,16367123.0,844494.0,,,718212128.0,22964.0,637640902.0,20388.0,36171.0,,1077.8,,,,,,,215.716,100.211,3.5268,,,,,,,,4780.183105,,
