state,year,enroll,total_revenue,federal_revenue,state_revenue,local_revenue,total_expenditure,instruction_expenditure,support_services_expenditure,other_expenditure,capital_outlay_expenditure,avg_attendence_elem_secd_schools,teachers_elem_secd_schools,high_school_completers_18_to_24,bachelor_completers_over_25,pupil_teacher_ratio,pub_high_school_graduates,expenditure_per_pupil,edu_expenditure_percent_gov_income,population,gdp_per_capita,income_per_capita,known_property_crimes,unemployment_rate
Wyoming,2001,89711.0,804297,69172,403021,332104,787949,426072,254937,24913.0,67913,81734.0,6745.424000000002,0.8007757069355349,0.2192892023284631,13.000682933486647,6337.472525358819,8465.5124395,0.363,494657.0,53656,30681,16042.0,0.037999999999999985
Alabama,2002,726367.0,5128559,508425,3010983,1609151,5147821,2720735,1414594,418949.0,496146,701235.0,55691.47840000001,0.7383748931431636,0.19786559702251835,13.564425609274448,36633.375,6327.2278826,0.233,4480089.0,34068,25485,163873.0,0.05899999999999999
Alaska,2002,133010.0,1377767,249222,773418,355127,1523327,747223,485124,50601.0,215409,123145.0,7905.1744,0.7946332212501185,0.26224991220850485,16.909522630719007,7158.375,10419.202026,0.16399999999999998,642337.0,60101,34271,22909.0,0.073
Arizona,2002,859588.0,6192222,619869,2825228,2747125,6018188,2659448,1833852,286945.0,966925,868547.0,47260.68152497051,0.7144191782947679,0.24245176755115164,20.967601480855464,40019.112212802924,6469.522083,0.184,5396255.0,39323,27154,312634.0,0.06100000000000001
Arkansas,2002,449161.0,3147921,331069,2334551,482301,3087453,1697645,910208,165003.0,239177,418775.0,32204.372815797225,0.7578789819061852,0.16860551255443534,14.30923686554474,27301.626062322946,6676.3555415,0.173,2705927.0,32514,24237,96788.0,0.05474999999999999
California,2002,6136915.0,54727056,5084409,31005317,18637330,56464225,28593157,15568570,2882414.0,6998522,6312362.0,305755.47359999997,0.735698490265693,0.2765695947647516,20.7050270310657,324476.4998166768,7439.195031,0.223,34871843.0,47880,33901,1174687.0,0.06649999999999999
Colorado,2002,741319.0,5849588,338856,2460333,3050399,6237142,2963406,1967267,225545.0,779315,709349.0,43382.70971683575,0.7768003670035084,0.3360393346123746,17.2056972969527,43265.425,7283.6368972,0.224,4490406.0,50870,34805,165219.0,0.05525000000000002
Connecticut,2002,543829.0,6644334,288620,2490036,3865678,6475918,3570517,1847167,241930.0,542302,557701.0,40435.199983968254,0.8169347799070333,0.32528018314518387,13.967386139905575,32940.21284175267,11021.798642,0.133,3458749.0000000005,61233,45017,91923.0,0.043083333333333335
Delaware,2002,111331.0,1180255,86532,764350,329373,1246284,645895,352551,51060.0,154186,109945.0,7685.387872054637,0.7837665927220783,0.2544419401495978,15.170992331477226,6725.975,9958.9256846,0.24,806169.0,67853,37850,27349.0,0.04016666666666667
District of Columbia,2002,68449.0,1138126,141514,0,996612,1145684,452905,431693,42192.0,218894,61236.0,5046.814543865265,0.8038764237458502,0.412740454274241,14.004314409814528,2989.0,14556.748776,,579736.0,148686,45551,36580.0,0.064
Florida,2002,2500179.0,18541689,1762460,8542871,8236358,19051049,8781232,5589428,1245146.0,2999914,2362841.0,143202.04990901644,0.7467517300475978,0.23505227203170156,17.882860085035094,122548.82970446658,6678.811552800002,0.19,16689369.999999998,40254,31319,772250.0,0.05641666666666668
Georgia,2002,1470634.0,13042229,904826,6361710,5775693,12690343,6894589,3341604,616115.0,1659378,1400007.0,97531.027493088,0.7260766599445951,0.25244486062770294,15.544443873783335,65046.476807744315,7869.551073199998,0.3,8508256.0,44771,29930,333027.0,0.04999999999999999
Hawaii,2002,184546.0,1889600,170152,1684226,35222,1436637,815123,457784,121615.0,42115,169797.0,11027.430121213867,0.8824721746803424,0.27077731674597266,16.744227234590085,10338.125,7919.1675123999985,0.195,1239613.0,44658,31399,71976.0,0.042416666666666665
Idaho,2002,244937.0,1625444,138930,988386,498128,1666027,896815,499035,67785.0,167918,234244.0,13974.343376533267,0.7923207919360968,0.21952334696478046,17.917954971540198,15629.925,6390.9128185,0.268,1340372.0,33638,26182,39207.0,0.055333333333333325
Illinois,2002,2047836.0,19084554,1438287,6808150,10838117,20563001,9904454,6025120,683101.0,2897117,1855417.0,130029.46348060203,0.7864848220666608,0.2745321085138189,16.017467393121095,121667.0,8967.3644978,0.202,12525556.0,48918,34483,188034.0,0.06533333333333333
Indiana,2002,994348.0,9273957,523331,4446730,4303896,9353054,4586033,2650367,365778.0,875596,942506.0,59491.079344163205,0.7771901175974727,0.2065990820551191,16.956678925588083,56697.849920255176,8267.6921984,0.242,6155967.0,40969,28941,181623.0,0.051916666666666667
Iowa,2002,485932.0,4191217,273857,1951680,1965680,4418238,2109878,1180608,278099.0,459382,459761.0,34735.36338153504,0.8403077263007849,0.22058201636070682,14.141067537887269,34287.375,7713.565997399999,0.201,2934234.0000000005,40072,28956,90224.0,0.04008333333333334
Kansas,2002,470204.0,3823261,282329,2281992,1258940,3690815,1958937,1195259,166405.0,231630,419285.0,32893.33608941645,0.8067050245663091,0.26770445833602224,14.30273405117326,29674.792514183653,8342.2120144,0.27,2713535.0,40169,29385,89732.0,0.05058333333333335
Kentucky,2002,654363.0,4621025,486226,2743882,1390917,4541670,2598897,1424273,277021.0,146218,569538.0,40721.20455792421,0.7798811315205116,0.18132730008957693,16.60317495409377,37119.983198146,7535.704936499998,0.201,4089875.0,36161,25965,55756.0,0.05683333333333334
Louisiana,2002,725027.0,5229238,667687,2536111,2025440,5298267,2882613,1536497,329637.0,443002,674949.0,45795.123199999995,0.7384080466421357,0.19641060244419503,15.942218905664015,38013.85068626655,7061.3289219,0.191,4497267.0,41756,25868,184622.0,0.06158333333333335
Maine,2002,205344.0,2041986,141528,853761,1046697,2057022,1180701,548552,78092.0,140092,188776.0,16657.0,0.8101692988930261,0.23102660498943037,12.216503105736678,13064.975,9517.1476766,0.185,1295960.0,37584,29442,32889.0,0.0435
Maryland,2002,860640.0,8430663,527311,3133775,4769577,8568446,4482809,2469485,392195.0,941083,809398.0,53789.87092009705,0.812747964334724,0.3207492322642247,16.053184008592325,50328.36375034363,9265.9927452,0.171,5440389.0,47714,37792,219657.0,0.04433333333333332
Massachusetts,2002,959641.0,11217085,600037,4681737,5935311,11507438,6256148,3256542,351743.0,1154305,921201.0,71863.15542857142,0.843828668732995,0.347734813647986,13.667100248428032,55641.50223546945,10808.270135,0.182,6417206.0,55234,39856,161617.0,0.052583333333333336
Michigan,2002,1724961.0,18055855,1254550,11203813,5597492,18881772,8402799,5841256,862090.0,2353031,1591900.0,97844.79199999999,0.7833631020001592,0.22700680783247276,17.75872288431037,97941.60774780427,9428.4141315,0.31,10015710.0,41907,30729,330493.0,0.06275000000000001
Minnesota,2002,832265.0,8065042,409915,4771002,2884125,8716123,4113812,2071915,595228.0,1283085,813660.0,51614.59999999999,0.8117767194747907,0.28425352227669826,16.326363866874686,58880.5,8050.4535604,0.241,5018935.0,47944,33754,163021.0,0.04491666666666666
Mississippi,2002,492198.0,3029559,438583,1639832,951144,3026111,1586661,875637,196509.0,299474,461269.0,31069.90640536791,0.7333998604167292,0.1782797618805175,16.010724932323303,24039.12639629746,5719.473468,0.206,2858680.9999999995,29056,23055,82958.0,0.066
Missouri,2002,909918.0,7455539,544538,3347137,3563864,7636924,3901665,2224948,432144.0,828732,849040.0,65515.935912466244,0.7795676380597399,0.22370551267678448,13.901539494502867,56627.675,7699.579184199999,0.249,5674825.0,41421,29162,228903.0,0.053749999999999985
Montana,2002,151751.0,1168799,151981,554360,462458,1163960,662030,361751,47877.0,70448,133988.0,10378.072,0.7881088827758784,0.25295762838991204,14.502851410131276,10742.5575029656,7860.956563500001,0.204,911667.0,32851,24928,20612.0,0.044000000000000004
Nebraska,2002,283789.0,2528312,199359,879775,1449178,2562812,1338653,667614,107557.0,365430,269499.0,21053.019107923614,0.8242007936073645,0.2472183437535315,13.527655342610437,20289.0,8237.6708547,0.163,1728292.0000000002,42746,30534,65586.0,0.03650000000000001
Nevada,2002,354869.0,2592064,152525,1582993,856546,2913023,1343669,738868,87437.0,604874,346512.0,19559.18580104139,0.6927262103192207,0.1913582278544607,18.892246004404296,14736.1285531779,6477.468760899998,0.161,2173791.0,48489,32441,83904.0,0.05616666666666666
New Hampshire,2002,203072.0,1887115,85440,943592,858083,1956047,1047490,523976,57559.0,186830,200184.0,15070.005714285713,0.7980230039611874,0.29999231151296474,13.88898770984933,12504.507933398629,8230.3864433,0.28300000000000003,1269089.0,45311,37131,18909.0,0.04466666666666667
New Jersey,2002,1326196.0,18071365,720470,7336383,10014512,18155147,9328162,5983500,611449.0,1406121,1312610.0,107514.27200000001,0.7957594939456003,0.31509912181520117,12.746715283968364,78900.9425039294,12197.34965,0.223,8552643.0,54842,41308,227384.0,0.05783333333333333
New Mexico,2002,317548.0,2537261,352892,1832491,351878,2542682,1195658,814180,123712.0,373224,320189.0,21480.338325337292,0.7113127249166502,0.23891477179877835,14.943851737997964,18001.107210826813,6886.2504983,0.226,1855309.0,38421,25074,72907.0,0.05541666666666667
New York,2002,2846068.0,35748163,2206496,17337735,16203932,39585780,23167459,9379511,1183476.0,4809068,2614977.0,215998.768,0.7875705322411116,0.28673222852823504,13.295355528909594,141886.8109816517,12342.921571,0.203,19137800.0,55039,37096,442210.0,0.061416666666666675
North Carolina,2002,1296156.0,9701231,777970,5929203,2994058,9882399,5339340,2625671,523333.0,1133555,1242234.0,86362.30400008813,0.7627549990691725,0.23729880249366261,15.37529725494329,66868.5456816896,6970.239276800001,0.236,8326200.999999999,42443,27777,342626.0,0.06625
North Dakota,2002,105936.0,846759,111063,303280,432416,838666,435631,224356,58523.0,57468,97879.0,8041.643428571429,0.8553505855974483,0.2426904899613418,12.943364817689464,8342.712889165628,7112.378494,0.16699999999999998,638168.0,37893,27309,13777.0,0.03741666666666666
Ohio,2002,1796603.0,17589983,982401,7811620,8795962,17608944,8477091,5665971,784876.0,2128307,1683337.0,118310.44950633551,0.7875670787064247,0.22033270509357114,15.513776509866638,117935.525,8927.9200878,0.191,11407889.0,42818,29577,374781.0,0.05750000000000001
Oklahoma,2002,622115.0,4370415,497834,2345888,1526693,4467944,2193731,1439564,445761.0,341768,581767.0,41390.04083966516,0.7704019455300188,0.20441084464742526,15.15202975270053,37392.68547140649,6671.6940939,0.22,3489080.0,35316,25697,148128.0,0.04666666666666667
Oregon,2002,549604.0,4772603,395295,2662513,1714795,4980466,2475697,1597299,171505.0,557041,487544.0,28130.46750838237,0.7650740475335942,0.26094493692592363,19.472387223999426,32328.475,8725.0110426,0.187,3513424.0000000005,37669,28915,158448.0,0.07508333333333334
Pennsylvania,2002,1766513.0,18586743,1290818,6637673,10658252,20018554,9673879,5448465,757486.0,2252267,1694148.0,117882.7416645384,0.822793600196987,0.23600972378073437,15.076797768563397,119556.92516616429,9195.6498688,0.184,12331031.0,42756,31908,272339.0,0.05608333333333335
Rhode Island,2002,156624.0,1633707,96488,676371,860848,1600087,964169,484397,56173.0,27003,144813.0,13416.332,0.8413183395620043,0.2681833822431551,11.675486260292164,8701.4828715709,10551.538987,0.154,1065995.0,43041,32730,35342.0,0.04983333333333333
South Carolina,2002,674347.0,5627004,494207,2857497,2275300,5897462,2832106,1620800,315248.0,956612,629997.0,47289.39199999999,0.7615900915448907,0.22072547574510534,14.851744823574949,32581.22520814061,7549.297214,0.194,4107795.0,36341,25948,184733.0,0.058583333333333334
South Dakota,2002,127129.0,930874,127130,346086,457658,981977,485846,271549,42634.0,149374,118383.0,9186.9528,0.7905443580795314,0.23324246676642973,13.497738809182248,9208.766650637172,6889.531984,0.138,760020.0,40062,27856,14375.0,0.03191666666666667
Tennessee,2002,897695.0,5785857,550490,2544653,2690714,6363357,3478604,1624709,328546.0,762594,850322.0,57586.395529438894,0.7644809803423144,0.20241643486660876,15.98451621772585,43360.60537965817,6476.2712202,0.16899999999999998,5795918.000000001,39514,28090,249914.0,0.05174999999999999
Texas,2002,4112315.0,32802734,2941562,12930564,16930608,35668486,16826484,9580137,1582967.0,5399775,3940776.0,282815.3135254718,0.720741886536747,0.23684028226692644,14.922197977138127,237353.2,7302.2414492,0.278,21690325.0,44661,29204,1000964.0,0.06366666666666666
Utah,2002,480526.0,2865058,238599,1680625,945834,2924051,1534954,683525,200572.0,426219,451063.0,22196.119008028545,0.8124252925539976,0.26776358265468214,21.99007024199679,30870.075,5294.092044,0.312,2324815.0,38764,25084,97286.0,0.05791666666666667
Vermont,2002,96427.0,1387074,68819,766164,552091,1392880,628188,326292,31686.0,65657,95868.0,8701.929142857141,0.8475471951711925,0.29652461418784076,11.557217325700083,6929.652025428741,10228.763258,0.314,615442.0,38541,31089,14967.0,0.03991666666666667
Virginia,2002,1162045.0,9914221,624507,4002347,5287367,10209197,5373701,3003921,399357.0,1127185,1109459.0,100279.128,0.8199998973968449,0.3022683584066485,11.997024543023569,68809.56352588287,7928.286361399999,0.16699999999999998,7286873.000000001,47962,34364,204140.0,0.04225
Washington,2002,1009200.0,8250593,640386,5194962,2415245,8362656,4182265,2430537,382728.0,1037135,933702.0,52284.56759565837,0.7726500513016568,0.28375787786869267,19.587158958229818,60334.825,7625.941889300001,0.229,6052349.0,48855,33505,281622.0,0.07383333333333332
West Virginia,2002,282145.0,2413744,258017,1451026,704701,2427316,1346601,710125,163018.0,194544,260365.0,20243.017142857145,0.7970958701195378,0.14939655219993073,13.755983462571686,18130.69310998736,8450.7752541,0.129,1805414.0,32506,24481,36526.0,0.05916666666666667
Wisconsin,2002,875216.0,8624767,450159,4682300,3492308,8863966,4642886,2601068,325160.0,863118,831939.0,60159.99611957403,0.8206959532746368,0.2327046404708322,14.568879945669412,61150.54793112981,9236.9652393,0.179,5445161.999999999,42694,31538,161510.0,0.05383333333333333
Wyoming,2002,87897.0,908719,75498,443525,389696,868607,463839,272836,27488.0,92550,79921.0,6722.6320000000005,0.8104592471514784,0.22012276987801602,12.81027138073418,6186.960067623517,9320.8436147,0.142,500017.0,53921,31416,16300.0,0.04033333333333333
Alabama,2003,727900.0,5196054,567704,2966981,1661369,5298932,2817111,1521462,424662.0,432279,706446.0,57144.9936,0.746626387358611,0.20151454966896942,13.122958404250786,36485.171875,6642.056951,0.231,4503491.0,34855,26513,172698.0,0.06025000000000001
Alaska,2003,133303.0,1425948,259423,813371,353154,1610289,763525,514052,55715.0,247005,122341.0,7909.9776,0.8029758915161096,0.26726737037037046,16.893896574736946,7226.296875,10769.631946,0.155,648414.0,59008,35591,23791.0,0.07816666666666666
Arizona,2003,875111.0,6529894,740579,2912629,2876686,6210287,2810907,1964229,303924.0,864642,878891.0,48646.3137160272,0.7253288922254827,0.24578590884864965,21.203503031364583,42259.62623940329,6784.0047182,0.188,5510364.000000001,40769,28166,309177.0,0.057666666666666665
Arkansas,2003,450158.0,3241275,379947,2394336,466992,3242799,1768713,972598,170767.0,247245,425571.0,32432.53636655298,0.762113896758392,0.17047615516450626,14.35283351571696,27254.141820113313,6980.8404633,0.173,2724816.0,33678,25467,88977.0,0.05933333333333335
California,2003,6226552.0,59815855,5795655,33617766,20402434,59749885,29561563,17030335,2995767.0,7341541,6384882.0,307807.0304,0.7491877712741998,0.2812138786480384,20.74700307406671,333605.48729376134,7601.497123399998,0.24,35253159.0,49501,35234,1208962.0,0.06799999999999998
Colorado,2003,751049.0,6297242,400219,2715219,3181804,6685029,3168745,2149761,236480.0,821129,673285.0,44163.14171811077,0.7882640240920363,0.34027110636282637,17.150757503673486,44393.065625,7826.198734299999,0.234,4528732.0,50743,35132,165256.0,0.0595
Connecticut,2003,548466.0,6959891,351001,2481901,4126989,6751815,3721466,1951609,252325.0,539870,561530.0,40164.87711880953,0.8303971472257949,0.3304522926025082,14.129823113767285,33733.826946971756,11301.732737,0.138,3484336.0,61419,45468,85955.0,0.054083333333333324
Delaware,2003,111282.0,1242436,91986,794472,355978,1317447,673997,367660,53399.0,171247,108751.0,7790.930379510529,0.7884479702648143,0.2569414083837481,15.135749209326587,6892.959375,10257.360307,0.247,818003.0,67956,38187,27942.0,0.042416666666666665
District of Columbia,2003,67522.0,1114061,152599,0,961462,1105963,473414,406078,32193.0,194278,65625.0,5159.313815797897,0.8107981231476219,0.4241421488275947,14.019511306611713,3025.75,14735.089571,,577844.0,152623,46452,32696.0,0.06833333333333333
Florida,2003,2536699.0,19549835,1956803,8689141,8903891,20180142,9622598,5938231,1225274.0,2924134,2418329.0,148574.0948635247,0.7597212394190228,0.24021942939447216,17.553226514045434,127878.80841752491,6921.804184899999,0.204,17004085.0,40983,32144,757379.0,0.05224999999999999
Georgia,2003,1495819.0,13524807,1051973,6551699,5921135,13516783,7352918,3615906,649880.0,1705482,1424004.0,101058.92981106056,0.7374692867405297,0.2565947290460678,15.302517107958042,66715.64890871235,8307.513080300001,0.269,8622793.0,45453,30647,346274.0,0.04825
Hawaii,2003,183829.0,2078877,170377,1873318,35182,1602392,888473,521929,128941.0,63049,167739.0,11088.659467535086,0.8908495219519904,0.2747384160620382,16.61380544454553,10325.765625,8769.8341137,0.202,1251154.0,46437,32581,65867.0,0.04125
Idaho,2003,248515.0,1685984,162530,994022,529432,1726941,924434,510284,69672.0,185850,237095.0,14140.772207657044,0.8010167674391283,0.22177123841043164,17.954038678252417,15558.628125,6454.2188829,0.266,1363380.0,34034,26689,39733.0,0.056000000000000015
Illinois,2003,2062664.0,19627346,1618724,6792637,11215985,21278177,10409933,6336325,706758.0,2727980,1862274.0,131281.1666494745,0.7980457911656054,0.2804970534324948,15.965916526885819,124006.0,9308.5820255,0.223,12556006.000000002,49495,34984,184806.0,0.06758333333333333
Indiana,2003,999713.0,8246076,582940,4569923,3093213,9777720,4785880,2848989,377679.0,859389,943735.0,59787.5390162448,0.7825152832971264,0.21194791582491587,17.029033257561206,56376.43116028708,8582.1038391,0.248,6196638.000000001,42099,29406,185379.0,0.053
Iowa,2003,482210.0,4374803,304688,1974708,2095407,4517990,2157225,1208401,284796.0,459042,457771.0,34850.44507230256,0.8506485079090484,0.22481447744023766,14.023796962795785,34332.546875,7943.305628399998,0.183,2941999.0000000005,41665,29478,85155.0,0.044916666666666674
Kansas,2003,470264.0,4068800,311152,2397661,1359987,3818740,2068389,1196089,167265.0,235653,415529.0,33072.92413412467,0.8168369982939995,0.2723337302541036,14.212000622444343,29924.854078456607,8373.004197600001,0.249,2723004.0000000005,40944,30147,84632.0,0.05508333333333334
Kentucky,2003,660782.0,4872025,503734,2904331,1463960,4700494,2688476,1473773,282473.0,127011,570911.0,41285.89255117203,0.7929209469663046,0.18586416532427075,16.43484707028286,37425.38734791425,7728.4163303999985,0.192,4117170.0,36731,26483,46917.0,0.06133333333333332
Louisiana,2003,723252.0,5478321,739078,2638985,2100258,5515322,3009591,1645457,337709.0,409705,674333.0,44996.3328,0.7458224142138679,0.20030738047138047,16.298516998429342,37564.988272049864,7491.8006146,0.2,4521042.0,43275,26503,178515.0,0.06425
Maine,2003,203848.0,2162605,163516,874208,1124881,2154117,1255095,569146,79491.0,137716,187492.0,16676.0,0.8199871444940969,0.2334376905748538,12.057414934225537,13231.459375,10113.934727,0.177,1306513.0,38136,30668,32055.0,0.04958333333333333
Maryland,2003,866743.0,8700979,571108,3317403,4812468,8732518,4738579,2630831,385935.0,674852,808557.0,54668.49209443129,0.8201927086818123,0.32484501287321266,15.814955210027668,51593.14671913659,9801.1796706,0.181,5496269.0,48471,39069,209418.0,0.04424999999999999
