state,year,enroll,total_revenue,federal_revenue,state_revenue,local_revenue,total_expenditure,instruction_expenditure,support_services_expenditure,other_expenditure,capital_outlay_expenditure,avg_attendence_elem_secd_schools,teachers_elem_secd_schools,high_school_completers_18_to_24,bachelor_completers_over_25,pupil_teacher_ratio,pub_high_school_graduates,expenditure_per_pupil,edu_expenditure_percent_gov_income,population,gdp_per_capita,state_tax_collection,income_per_capita,known_property_crimes,unemployment_rate
New Mexico,2006,326761.0,3094036,446994,2197044,449998,3099738,1500318,1016791,153346.0,385590,323964.0,,,,14.90825,17822.0,8425.957658875679,0.213,1962137.0000000002,41206,377185000.0,30364,71457.0,0.04175
New York,2006,2787366.0,47018793,3340216,20183518,23495059,48359774,29589517,11898562,1264799.0,3970683,2556705.0,,,,12.83654,161817.0,16094.7222299796,0.20199999999999999,19104631.0,59961,4018199000.0,44448,393606.0,0.04558333333333333
North Carolina,2006,1378306.0,11709885,1184622,6846954,3678309,11725031,6342589,3344466,618610.0,1052527,1319335.0,,,,12.86224,76710.0,7940.40601666749,0.23399999999999999,8917270.0,46408,1308022000.0,34112,353947.0,0.04758333333333333
North Dakota,2006,98172.0,1008339,151248,348475,508616,1017084,513113,269235,68526.0,92963,92843.0,,,,12.073189999999999,7192.0,9238.977639671279,0.147,649422.0,42762,120113000.0,32801,12245.0,0.03208333333333334
Ohio,2006,1769200.0,20957714,1479925,8695982,10781807,20589584,10048571,6796495,852673.0,2177340,1730080.0,,,,16.62809,117356.0,10305.6500312124,0.18899999999999997,11481213.0,44532,1105864000.0,34148,369154.0,0.05425000000000001
Oklahoma,2006,634468.0,5120286,654807,2570987,1894492,5094695,2437935,1677749,492085.0,436567,591486.0,,,,15.149289999999999,36497.0,7449.039184359391,0.20600000000000002,3594090.0,39391,304381000.0,34019,128680.0,0.04025
Oregon,2006,556185.0,5429145,516962,2737088,2175095,5386128,2834418,1803634,189427.0,319231,513650.0,,,,18.79005,32394.0,9293.7809130731,0.16399999999999998,3670883.0,45752,438255000.0,34721,135396.0,0.05333333333333333
Pennsylvania,2006,1752402.0,23950553,1794419,7973651,14182483,24195122,11675380,7025760,966663.0,2009924,1702566.0,,,,15.197779999999998,127830.0,11530.246818625501,0.18600000000000003,12510809.0,45021,2116954000.0,38060,288517.0,0.04591666666666667
Rhode Island,2006,150112.0,2004709,149493,797349,1057867,1983578,1120778,690355,80127.0,28706,139001.0,,,,13.3215,10108.0,13916.6579521011,0.154,1063096.0,48259,169865000.0,39106,27906.0,0.04941666666666666
South Carolina,2006,699027.0,6752813,664113,3023114,3065586,7148083,3310899,2071441,366285.0,1128702,647703.0,,,,14.36614,34970.0,8795.12526111505,0.193,4357847.0,37326,296753000.0,30577,184182.0,0.06458333333333333
South Dakota,2006,121718.0,1086433,177452,355719,553262,1052315,552199,334845,48881.0,86227,114673.0,,,,13.3581,8589.0,8272.8409738997,0.16399999999999998,783033.0,42825,61865000.0,35203,11010.0,0.031166666666666672
Tennessee,2006,953514.0,7195519,793477,3097824,3304218,7395357,4248091,1995464,395656.0,573015,881414.0,,,,15.73546,50880.0,7580.37119446707,0.171,6088766.0,42177,928349000.0,32950,249672.0,0.05225
Texas,2006,4450272.0,41142403,4735208,13503141,22904054,43394244,20299749,11672256,1980118.0,6170544,4186812.0,,,,14.75862,240485.0,8085.333965556609,0.258,23359580.0,47595,,35008,958518.0,0.048916666666666664
Utah,2006,496507.0,3381146,342862,1825910,1212374,3371338,1709307,821539,255128.0,504723,478233.0,,,,22.13985,29050.0,5809.377876474439,0.258,2525507.0,44004,348129000.0,31154,88142.0,0.02983333333333333
Vermont,2006,90850.0,1725093,102791,1153104,469198,1711762,763591,410862,37607.0,59192,92508.0,,,,10.7686,6779.0,13376.5985644485,0.256,622891.9999999999,41754,86083000.0,36944,14672.0,0.03683333333333333
Virginia,2006,1213616.0,13153845,866982,5126114,7160749,13481336,7024659,3974403,538026.0,1298749,1141790.0,,,,15.31523,69597.0,10046.2734285639,0.18,7673725.0,52866,863320000.0,42654,188753.0,0.03116666666666667
Washington,2006,1031668.0,9679682,801941,5899155,2978586,9915617,4826779,2852334,440909.0,1422488,946824.0,,,,19.10526,60213.0,8702.478899985641,0.24,6370753.000000001,52900,,40357,284106.0,0.05050000000000001
West Virginia,2006,279788.0,2814536,346628,1649661,818247,2852607,1569685,897874,184320.0,187462,271780.0,,,,14.36046,16763.0,9756.02066745162,0.105,1827912.0,34009,533027000.0,28406,44571.0,0.0495
Wisconsin,2006,869596.0,9855692,580810,5066552,4208330,9779642,5290595,3064437,400780.0,545716,834177.0,,,,14.83694,63003.0,10483.6208862148,0.191,5577655.0,45515,808200000.0,36133,156111.0,0.047416666666666656
Wyoming,2006,86155.0,1150345,115937,507178,527230,1146527,571127,362807,34310.0,168214,77757.0,,,,12.645539999999999,5527.0,12414.9568270381,0.107,522666.99999999994,63428,,43208,15075.0,0.031749999999999994
Alabama,2007,743273.0,7069040,689072,4070949,2309019,7196459,3653466,2174210,546077.0,687816,714302.0,50420.0,,,14.77321,38912.0,8742.84426195083,0.138,4672840.0,37522,505886000.0,32581,159419.0,0.03975
Alaska,2007,132197.0,1800616,282270,1052357,465989,1938755,927307,645857,60699.0,257723,120988.0,7613.0,,,17.21122,7666.0,13508.085082818101,0.11199999999999999,680300.0,67228,813762000.0,43723,22501.0,0.0635
Arizona,2007,969875.0,8724434,953861,4204089,3566484,8709531,3977800,2656438,403069.0,1436673,972404.0,54032.0,,,20.12598,55954.0,8037.5237894949,0.207,6167681.0,44168,986170000.0,35751,254102.0,0.03825
Arkansas,2007,474532.0,4415981,483689,3319030,613262,4779308,2337748,1378576,450454.0,470562,436804.0,33882.0,,,14.137770000000002,27166.0,9152.1611890001,0.19,2848650.0,35205,362983000.0,30972,108865.0,0.053
California,2007,6288686.0,72516936,7200298,42333637,22983001,73225422,34685013,20655194,3467540.0,10058842,6351774.0,305230.0,,,20.78259,356641.0,9029.382817461701,0.24600000000000002,36250311.0,55154,11157898000.0,43692,1108606.0,0.05375
Colorado,2007,790211.0,7689014,529854,3307016,3852144,8039146,3782300,2483095,286754.0,1083411,722168.0,47761.0,,,16.78916,45628.0,9110.14193096343,0.231,4803867.999999999,52094,479445000.0,41996,141855.0,0.03725
Connecticut,2007,549230.0,8913149,386553,3299175,5227421,8685421,4610572,2503468,311943.0,913165,555428.0,39304.0,,,14.518270000000001,37541.0,14143.0725944677,0.149,3527270.0,70096,894317000.0,57919,82442.0,0.044750000000000005
Delaware,2007,114678.0,1694929,102114,1071957,520858,1705204,825084,481610,68343.0,245757,113992.0,8198.0,,,14.9517,7205.0,12612.3489543126,0.24100000000000002,871748.9999999999,66344,302222000.0,41834,29216.0,0.03441666666666667
District of Columbia,2007,56943.0,1148358,134700,0,1013658,1140506,491992,437772,40703.0,167103,61799.0,6347.0,,,12.35576,2944.0,18285.1803589055,,585915.9999999999,167668,,60325,28922.0,0.055333333333333345
Florida,2007,2656176.0,28898362,2489027,11578932,14830403,29849892,13476109,8136539,1515095.0,5992654,2527431.0,168737.0,,,15.80454,142284.0,9055.44950069854,0.19699999999999998,18367842.0,43506,2442516000.0,39788,744473.0,0.04008333333333334
Georgia,2007,1628409.0,17755989,1475463,7907177,8373349,17389530,9507096,4672304,757339.0,2271958,1542305.0,116857.0,,,14.1163,77829.0,9614.644955440071,0.251,9349988.000000002,46374,1017187000.0,35516,353731.0,0.04541666666666667
Hawaii,2007,180728.0,2985593,256696,2681049,47848,2199604,1177781,732536,151243.0,138044,165415.0,11397.0,,,15.78459,11063.0,12364.0427228486,0.23199999999999998,1315675.0,51245,100847000.0,40441,52866.0,0.02775
Idaho,2007,262935.0,2011951,202977,1338182,470792,1960472,1069134,590192,86738.0,163583,251278.0,15013.0,,,18.12556,16242.0,7073.80318611259,0.28800000000000003,1505105.0,37080,188229000.0,32580,33836.0,0.030416666666666665
Illinois,2007,2101075.0,23897153,1862627,7566377,14468149,23401917,11692204,7509591,834000.0,2082140,1879288.0,136571.0,,,15.470379999999999,130220.0,10816.1127065144,0.201,12695866.000000002,52856,2936360000.0,42265,149018.0,0.04958333333333333
Indiana,2007,1034588.0,10458932,765168,5224450,4469314,11462062,5511104,3351081,448190.0,887670,976373.0,62334.0,,,16.79286,59887.0,9726.89477996626,0.24,6379599.0,44145,987111000.0,33717,194325.0,0.045583333333333344
Iowa,2007,483122.0,5194536,390585,2279228,2524723,5198975,2557629,1480218,221002.0,647628,481528.0,36089.0,,,13.442179999999999,34127.0,8788.549151866559,0.18100000000000002,2999212.0,47504,325077000.0,36681,77248.0,0.037000000000000005
Kansas,2007,468974.0,5038100,346441,2889107,1802552,4823931,2602503,1418802,199749.0,427238,422142.0,35359.0,,,13.244010000000001,30139.0,10279.6622771484,0.27699999999999997,2783785.0,45313,527427000.0,37865,100303.0,0.04241666666666665
Kentucky,2007,646360.0,6226696,677570,3557084,1992042,6351636,3184235,1877438,371495.0,755710,583102.0,43536.0,,,15.30285,39099.0,9303.03939962476,0.201,4256672.000000001,38159,988065000.0,31583,95834.0,0.05375
Louisiana,2007,662302.0,7048732,1234006,2911249,2903477,6657341,3430268,2140586,363037.0,618284,625916.0,48610.0,,,16.6,34274.0,9650.44586813566,0.156,4375581.0,46878,752773000.0,35776,156823.0,0.04241666666666667
Maine,2007,193539.0,2538161,198101,1081891,1258169,2501127,1459635,710785,111153.0,91361,178870.0,16558.0,,,11.85197,13151.0,12627.964482585101,0.18899999999999997,1327040.0,38946,183852000.0,35558,32018.0,0.04683333333333333
Maryland,2007,851640.0,11674965,661677,4684827,6328461,11541225,6031042,3503877,474728.0,1170502,795473.0,59320.0,,,14.256570000000002,57564.0,12835.5116389871,0.187,5653408.0,52646,782030000.0,47365,192796.0,0.034499999999999996
Massachusetts,2007,945070.0,14407777,754202,6485380,7168195,14315518,8053653,4248353,422102.0,951016,933697.0,70719.0,,,13.616679999999999,63903.0,13262.8109065361,0.139,6431559.0,60955,2106898000.0,50417,152439.0,0.046000000000000006
Michigan,2007,1686473.0,20576110,1541818,11383198,7651094,19839838,9608836,6721838,871870.0,1629007,1556297.0,96204.0,,,17.59531,111838.0,10931.8843826082,0.308,10001284.0,41925,1786213000.0,34691,302975.0,0.07
Minnesota,2007,810104.0,9693509,546297,6267386,2879826,10030105,5048143,2405182,730882.0,1074228,791417.0,52975.0,,,15.810820000000001,59497.0,10184.783089066801,0.265,5207202.999999999,51351,1183816000.0,41258,152054.0,0.04550000000000002
Mississippi,2007,494135.0,4220926,712846,2214700,1293380,4158733,2160396,1296685,251539.0,379581,462251.0,33560.0,,,14.72354,24186.0,7987.778263324471,0.19899999999999998,2928350.0,32041,369205000.0,29237,67672.0,0.06091666666666666
Missouri,2007,910142.0,8908844,730811,3641310,4536723,9245525,4743390,2738098,485391.0,925265,858821.0,68430.0,,,13.4033,60275.0,9265.84778201744,0.23600000000000002,5887611.999999999,42561,390657000.0,35562,224731.0,0.050833333333333335
Montana,2007,144258.0,1474306,190631,702476,581199,1442434,793711,463422,58824.0,100592,128872.0,10519.0,,,13.577620000000001,10122.0,10243.5917732324,0.17600000000000002,964706.0,38063,178707000.0,33803,25893.0,0.035750000000000004
Nebraska,2007,287135.0,3234014,298196,992032,1943786,3117931,1673992,845739,131267.0,378827,263800.0,21930.0,,,13.28062,19873.0,10711.1734874905,0.152,1783440.0,47501,213027000.0,38082,53752.0,0.030000000000000006
Nevada,2007,422782.0,4006081,277849,2266751,1461481,4346371,2047045,1216122,139918.0,731227,395536.0,23423.0,,,18.33079,17149.0,8372.110154322241,0.168,2601072.0,52818,,40137,96916.0,0.04491666666666666
New Hampshire,2007,198625.0,2600123,137058,936882,1526183,2608190,1395619,733978,70608.0,208008,198004.0,15484.0,,,12.96642,14452.0,11346.6985363932,0.225,1312540.0,48618,595789000.0,45199,22180.0,0.03525
New Jersey,2007,1363804.0,25293076,991769,10101279,14200028,25572112,13250745,8316185,868012.0,1997462,1348279.0,111500.0,,,12.397739999999999,93013.0,16649.5672816976,0.247,8677885.0,57860,2887137000.0,50570,192265.0,0.042749999999999996
New Mexico,2007,327816.0,3272953,444466,2360542,467945,3279467,1610295,1103097,119933.0,396529,327244.0,22300.0,,,14.75516,16131.0,8875.559634401241,0.192,1990070.0,40694,459880000.0,31703,69483.0,0.03758333333333332
New York,2007,2754976.0,50762544,3269310,22845772,24647462,51253984,31465706,12638159,1318628.0,4216048,2542259.0,211854.0,,,13.05349,168333.0,17181.5334263739,0.201,19132335.0,60018,5416105000.0,47467,380437.0,0.0455
North Carolina,2007,1416028.0,13063307,1184934,7481148,4397225,12794086,6987589,3582953,642597.0,1166854,1343357.0,106562.0,,,13.9777,76031.0,8373.30364824838,0.22,9118037.0,45440,1565544000.0,36013,340935.0,0.04716666666666667
North Dakota,2007,96577.0,1045678,150165,355662,539851,1042175,523778,283833,69691.0,90844,91078.0,8068.0,,,11.78223,7159.0,9203.33262697907,0.147,652822.0,44385,136424000.0,36325,11767.0,0.031000000000000003
Ohio,2007,1758645.0,22142424,1461326,9341723,11339375,21336580,10202242,6930905,876199.0,2595974,1691206.0,109766.0,,,16.64617,117658.0,10791.9204957882,0.213,11500468.0,44399,1125654000.0,35488,351632.0,0.05541666666666668
Oklahoma,2007,639032.0,5491931,650579,2782356,2058996,5505213,2688963,1732136,526547.0,502002,596172.0,46735.0,,,13.738420000000001,37100.0,7968.398160262471,0.188,3634349.0,39716,561375000.0,35133,127572.0,0.04075
Oregon,2007,559643.0,5648586,526411,2908595,2213580,5634955,2999104,1908603,199410.0,293730,516258.0,30013.0,,,18.8447,33446.0,9761.84857958618,0.171,3722417.0,46504,405857000.0,35858,130210.0,0.05166666666666666
Pennsylvania,2007,1760451.0,25334577,1821479,8593421,14919677,25627083,11994620,7333616,1022492.0,2533079,1701044.0,135234.0,,,13.32484,128603.0,11995.1650721557,0.18899999999999997,12563937.0,46330,2286527000.0,40302,285445.0,0.043916666666666666
Rhode Island,2007,147861.0,2100679,165167,817792,1117720,2082332,1177636,731694,85397.0,20234,138993.0,11271.0,,,13.098130000000001,10384.0,14674.3571834553,0.16,1057315.0,47137,179168000.0,40912,27503.0,0.051916666666666667
South Carolina,2007,701580.0,7130274,680718,3120416,3329140,7660995,3481608,2157719,384965.0,1290372,652803.0,47382.0,,,15.033489999999999,35108.0,9226.433260876558,0.182,4444110.0,37724,311902000.0,31956,188763.0,0.056500000000000015
South Dakota,2007,121158.0,1136570,174096,371645,590829,1096568,573916,335382,50283.0,105370,114863.0,9416.0,,,12.91483,8346.0,8505.838442318242,0.162,791623.0,44017,76665000.0,38729,11947.0,0.028250000000000008
Tennessee,2007,978084.0,7617488,805633,3342186,3469669,7817659,4473035,2144367,414587.0,593354,889312.0,64659.0,,,14.912989999999999,54502.0,7843.2528909988905,0.17300000000000001,6175727.0,41172,1120422000.0,34117,251959.0,0.04666666666666667
Texas,2007,4513835.0,44355326,4423644,15952564,23979118,45920825,21061312,12451077,2073350.0,6654163,4255963.0,321929.0,,,14.52131,241193.0,8483.57551604655,0.27399999999999997,23831982.999999996,48954,,36630,984011.0,0.04274999999999999
Utah,2007,504079.0,3656090,343915,1977900,1334275,3618540,1816456,871613,266481.0,579188,488514.0,24336.0,,,23.67867,28276.0,6116.11861072559,0.252,2597746.0,45293,398894000.0,32965,91940.0,0.025916666666666664
Vermont,2007,89329.0,1836316,97086,1237083,502147,1804519,800453,439237,41603.0,70359,91437.0,8749.0,,,10.74843,7317.0,14219.068189026299,0.262,623481.0,41472,83362000.0,38866,14435.0,0.040250000000000015
Virginia,2007,1220440.0,14176385,890144,5796043,7490198,14700853,7630837,4338027,573603.0,1473546,1142342.0,71861.0,,,17.1283,73997.0,10912.5448420876,0.19,7751000.0,52657,879575000.0,44554,191154.0,0.03041666666666666
Washington,2007,1026121.0,10350748,801339,6339782,3209627,10682397,5148806,3028183,463389.0,1624443,947857.0,53960.0,,,19.09279,62801.0,9233.46821408715,0.23600000000000002,6461587.0,55348,,43192,256841.0,0.046916666666666676
West Virginia,2007,281298.0,2905489,353571,1677212,874706,2983267,1608247,941055,189649.0,228873,272045.0,20306.0,,,13.913870000000001,17407.0,10080.479144994399,0.11699999999999999,1834052.0000000002,33892,539136000.0,29323,42223.0,0.045583333333333344
Wisconsin,2007,870584.0,10154985,574090,5175386,4405509,9988878,5459295,3147269,420699.0,467948,835072.0,58914.0,,,14.84593,63968.0,10813.0322714688,0.191,5610775.0,45464,923359000.0,37573,158731.0,0.048916666666666664
Wyoming,2007,85034.0,1477891,111051,722364,644476,1390344,661713,428613,42353.0,246698,79090.0,6915.0,,,12.497760000000001,5441.0,14218.7870780124,0.21100000000000002,534876.0,65471,,44719,14832.0,0.028499999999999994
Alabama,2008,742919.0,7726213,711391,4649053,2365769,7847387,3947003,2373070,564746.0,816799,731161.0,47818.0,,,15.5938767828015,41346.0,9344.6439429893,0.27699999999999997,4718206.0,36976,524808000.0,33430,178595.0,0.05716666666666666
Alaska,2008,130624.0,2188587,303399,1419318,465870,2274819,1113396,740000,65654.0,307512,119882.0,7927.0,,,16.4831588242715,7855.0,16002.1925226473,0.114,687455.0,67527,1297513000.0,47791,19789.0,0.06708333333333336
Arizona,2008,987332.0,9272152,989340,4458836,3823976,9581201,4251747,2878922,443634.0,1571620,973689.0,54696.0,,,19.888419628492,61667.0,8630.29223294091,0.26899999999999996,6280361.999999999,41800,784511000.0,35717,245762.0,0.06141666666666666
Arkansas,2008,476110.0,4608356,488378,3487063,632915,4720720,2388502,1462092,248189.0,463449,439347.0,37162.0,,,12.888568968301001,28725.0,9460.33087286359,0.187,2874554.0,34957,342529000.0,32141,108087.0,0.055
California,2008,6258421.0,74626928,7227456,43187637,24211835,76618865,36542347,22310865,3692956.0,9388155,6365266.0,303647.0,,,20.8219676137093,374561.0,9672.895834518149,0.242,36604337.0,54454,11849097000.0,44162,1080744.0,0.07291666666666667
Colorado,2008,796824.0,8070129,543952,3398303,4127874,8884786,4221868,2765773,314078.0,1157579,735549.0,48692.0,,,16.8085722500616,46082.0,9977.26384374121,0.273,4889730.0,51651,507986000.0,42663,135391.0,0.04850000000000001
Connecticut,2008,544417.0,9322225,386592,3520752,5414881,9046750,4878853,2669596,313708.0,826090,553445.0,48463.0,,,11.703732744568,38419.0,15063.446636973898,0.154,3545579.0,68777,604413000.0,61232,87210.0,0.05666666666666667
Delaware,2008,114062.0,1694998,104304,1037624,553070,1746925,852701,494996,72590.0,241390,116472.0,8322.0,,,15.0720980533526,7388.0,12789.2902843602,0.231,883873.9999999999,62535,308676000.0,41832,31385.0,0.04966666666666666
District of Columbia,2008,58191.0,1224312,85568,0,1138744,1224785,520090,439197,43032.0,202768,61636.0,5321.0,,,12.9075361774103,3352.0,20806.6195567525,,589929.0,170687,,62103,30211.0,0.06441666666666666
Florida,2008,2645680.0,30001821,2480218,11830218,15691385,31219589,14392625,8465282,1558863.0,5980134,2494397.0,186361.0,,,14.1178680088645,149046.0,9711.41076300204,0.20199999999999999,18527305.0,41241,2208600000.0,39655,757913.0,0.063
Georgia,2008,1646010.0,18683630,1449557,8432720,8801353,19172087,10289480,5115445,813562.0,2703375,1561935.0,118839.0,,,13.9330691103089,83505.0,10262.9362220579,0.255,9504843.0,44239,943042000.0,35306,373176.0,0.06266666666666666
Hawaii,2008,179897.0,2541703,310732,2154313,76658,2242408,1281836,742938,123179.0,94455,166179.0,11295.0,,,15.8900398406375,11613.0,12774.0515889493,0.21899999999999997,1332213.0,50833,105294000.0,42073,45944.0,0.043250000000000004
Idaho,2008,265844.0,2151476,205035,1409151,537290,2001328,1124302,627415,94898.0,93431,255523.0,15148.0,,,18.157578558225502,16567.0,7402.48360030212,0.28600000000000003,1534320.0,36691,190194000.0,33031,31790.0,0.051416666666666666
Illinois,2008,2099118.0,25431714,1996023,8357924,15077767,25696866,12676038,8161836,885452.0,2559210,1881810.0,135704.0,,,15.6200775216648,135143.0,11624.172519011001,0.22899999999999998,12747038.0,51406,1860000000.0,43358,259136.0,0.06308333333333334
