"region","series","Unit","Date","Value"
"Idaho","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2011","170214"
"Idaho","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2012","188589"
"Idaho","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2013","200340"
"Idaho","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2014","190002"
"Idaho","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2015","217082"
"Idaho","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2016","188996"
"Illinois","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1992","970531"
"Illinois","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1993","1097305"
"Illinois","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1994","1229274"
"Illinois","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1995","1481460"
"Illinois","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1996","1621276"
"Illinois","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1997","1803931"
"Illinois","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1998","1961566"
"Illinois","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1999","2103927"
"Illinois","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2000","2261293"
"Illinois","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2001","2216842"
"Illinois","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2002","1383823"
"Illinois","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2003","1293188"
"Illinois","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2004","1278538"
"Illinois","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2005","2183066"
"Illinois","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2006","2400270"
"Illinois","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2007","2936360"
"Illinois","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2008","1860000"
"Illinois","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2009","1710000"
"Illinois","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2010","2686686"
"Illinois","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2011","2805458"
"Illinois","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2012","3494539"
"Illinois","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2013","4462627"
"Illinois","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2014","4439832"
"Illinois","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2015","4054267"
"Illinois","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2016","3367461"
"Indiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1992","672100"
"Indiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1993","656228"
"Indiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1994","798600"
"Indiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1995","874305"
"Indiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1996","894403"
"Indiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1997","904265"
"Indiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1998","928218"
"Indiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1999","989627"
"Indiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2000","924623"
"Indiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2001","825017"
"Indiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2002","709412"
"Indiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2003","729164"
"Indiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2004","644787"
"Indiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2005","824802"
"Indiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2006","1043873"
"Indiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2007","987111"
"Indiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2008","909494"
"Indiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2009","838974"
"Indiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2010","597347"
"Indiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2011","681537"
"Indiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2012","794508"
"Indiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2013","781585"
"Indiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2014","866747"
"Indiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2015","903572"
"Indiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2016","1034367"
"Iowa","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1992","192818"
"Iowa","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1993","167046"
"Iowa","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1994","174285"
"Iowa","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1995","220675"
"Iowa","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1996","202929"
"Iowa","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1997","221041"
"Iowa","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1998","196841"
"Iowa","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1999","234540"
"Iowa","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2000","214605"
"Iowa","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2001","166745"
"Iowa","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2002","88310"
"Iowa","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2003","140031"
"Iowa","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2004","89826"
"Iowa","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2005","186469"
"Iowa","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2006","284976"
"Iowa","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2007","325077"
"Iowa","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2008","347248"
"Iowa","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2009","264365"
"Iowa","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2010","192138"
"Iowa","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2011","250272"
"Iowa","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2012","425776"
"Iowa","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2013","428554"
"Iowa","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2014","388699"
"Iowa","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2015","463238"
"Iowa","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2016","376865"
"Kansas","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1992","198998"
"Kansas","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1993","219074"
"Kansas","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1994","254892"
"Kansas","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1995","261408"
"Kansas","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1996","254873"
"Kansas","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1997","291080"
"Kansas","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1998","305914"
"Kansas","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1999","253840"
"Kansas","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2000","272432"
"Kansas","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2001","236723"
"Kansas","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2002","121931"
"Kansas","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2003","124519"
"Kansas","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2004","166609"
"Kansas","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2005","248085"
"Kansas","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2006","381259"
"Kansas","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2007","527427"
"Kansas","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2008","528011"
"Kansas","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2009","370889"
"Kansas","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2010","352419"
"Kansas","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2011","246518"
"Kansas","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2012","317578"
"Kansas","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2013","384553"
"Kansas","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2014","330181"
"Kansas","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2015","458306"
"Kansas","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2016","391877"
"Kentucky","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1992","271027"
"Kentucky","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1993","254775"
"Kentucky","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1994","269067"
"Kentucky","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1995","340912"
"Kentucky","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1996","284733"
"Kentucky","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1997","292753"
"Kentucky","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1998","333666"
"Kentucky","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1999","312067"
"Kentucky","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2000","306450"
"Kentucky","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2001","361390"
"Kentucky","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2002","302129"
"Kentucky","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2003","369572"
"Kentucky","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2004","381538"
"Kentucky","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2005","478505"
"Kentucky","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2006","1001619"
"Kentucky","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2007","988065"
"Kentucky","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2008","533630"
"Kentucky","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2009","389634"
"Kentucky","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2010","383815"
"Kentucky","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2011","516523"
"Kentucky","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2012","575164"
"Kentucky","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2013","646875"
"Kentucky","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2014","674464"
"Kentucky","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2015","751910"
"Kentucky","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2016","606840"
"Louisiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1992","232061"
"Louisiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1993","245273"
"Louisiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1994","219190"
"Louisiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1995","283076"
"Louisiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1996","327543"
"Louisiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1997","380155"
"Louisiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1998","359510"
"Louisiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1999","286323"
"Louisiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2000","222008"
"Louisiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2001","293056"
"Louisiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2002","264419"
"Louisiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2003","198716"
"Louisiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2004","236745"
"Louisiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2005","352136"
"Louisiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2006","506174"
"Louisiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2007","752773"
"Louisiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2008","703196"
"Louisiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2009","612545"
"Louisiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2010","393036"
"Louisiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2011","196732"
"Louisiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2012","290389"
"Louisiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2013","252430"
"Louisiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2014","481212"
"Louisiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2015","253650"
"Louisiana","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2016","171579"
"Maine","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1992","69921"
"Maine","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1993","74933"
"Maine","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1994","91955"
"Maine","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1995","63290"
"Maine","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1996","71062"
"Maine","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1997","97146"
"Maine","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1998","107125"
"Maine","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1999","147489"
"Maine","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2000","150046"
"Maine","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2001","96283"
"Maine","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2002","77366"
"Maine","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2003","91188"
"Maine","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2004","111616"
"Maine","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2005","135863"
"Maine","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2006","188016"
"Maine","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2007","183852"
"Maine","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2008","184515"
"Maine","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2009","143086"
"Maine","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2010","175292"
"Maine","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2011","208997"
"Maine","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2012","232118"
"Maine","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2013","171987"
"Maine","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2014","182928"
"Maine","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2015","168966"
"Maine","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2016","137492"
"Maryland","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1992","216946"
"Maryland","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1993","260401"
"Maryland","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1994","320068"
"Maryland","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1995","365759"
"Maryland","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1996","330553"
"Maryland","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1997","343499"
"Maryland","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1998","378714"
"Maryland","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1999","404967"
"Maryland","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2000","431109"
"Maryland","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2001","501365"
"Maryland","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2002","359420"
"Maryland","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2003","379020"
"Maryland","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2004","569700"
"Maryland","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2005","807054"
"Maryland","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2006","846863"
"Maryland","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2007","782030"
"Maryland","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2008","735324"
"Maryland","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2009","749001"
"Maryland","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2010","891392"
"Maryland","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2011","775845"
"Maryland","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2012","880356"
"Maryland","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2013","952092"
"Maryland","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2014","982784"
"Maryland","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2015","1003588"
"Maryland","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2016","1129008"
"Massachusetts","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1992","756781"
"Massachusetts","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1993","959332"
"Massachusetts","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1994","1062930"
"Massachusetts","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1995","1205667"
"Massachusetts","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1996","1227861"
"Massachusetts","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1997","1213366"
"Massachusetts","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1998","1354899"
"Massachusetts","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1999","1249673"
"Massachusetts","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2000","1306353"
"Massachusetts","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2001","1211584"
"Massachusetts","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2002","812257"
"Massachusetts","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2003","1184610"
"Massachusetts","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2004","1301076"
"Massachusetts","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2005","1332796"
"Massachusetts","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2006","1859109"
"Massachusetts","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2007","2106898"
"Massachusetts","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2008","2179956"
"Massachusetts","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2009","1789553"
"Massachusetts","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2010","1834859"
"Massachusetts","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2011","1931571"
"Massachusetts","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2012","2001780"
"Massachusetts","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2013","1888449"
"Massachusetts","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2014","2194620"
"Massachusetts","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2015","2227381"
"Massachusetts","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2016","2333892"
"Michigan","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1992","1729549"
"Michigan","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1993","1843420"
"Michigan","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1994","2174644"
"Michigan","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1995","2130395"
"Michigan","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1996","2189742"
"Michigan","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1997","2228753"
"Michigan","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1998","2354764"
"Michigan","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1999","2413615"
"Michigan","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2000","2382496"
"Michigan","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2001","2102093"
"Michigan","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2002","2065241"
"Michigan","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2003","1843072"
"Michigan","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2004","1841010"
"Michigan","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2005","1907190"
"Michigan","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2006","1886168"
"Michigan","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2007","1786213"
"Michigan","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2008","1778317"
"Michigan","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2009","703250"
"Michigan","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2010","631895"
"Michigan","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2011","728842"
"Michigan","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2012","804037"
"Michigan","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2013","895183"
"Michigan","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2014","881011"
"Michigan","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2015","1185568"
"Michigan","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2016","898213"
"Minnesota","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1992","422812"
"Minnesota","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1993","509534"
"Minnesota","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1994","551822"
"Minnesota","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1995","665756"
"Minnesota","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1996","703099"
"Minnesota","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1997","699234"
"Minnesota","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1998","753188"
"Minnesota","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1999","779176"
"Minnesota","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2000","803357"
"Minnesota","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2001","732004"
"Minnesota","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2002","533901"
"Minnesota","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2003","596584"
"Minnesota","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2004","637183"
"Minnesota","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2005","933896"
"Minnesota","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2006","1071884"
"Minnesota","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2007","1183816"
"Minnesota","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2008","1040479"
"Minnesota","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2009","779055"
"Minnesota","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2010","721742"
"Minnesota","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2011","1003657"
"Minnesota","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2012","1066022"
"Minnesota","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2013","1223309"
"Minnesota","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2014","1325656"
"Minnesota","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2015","1476629"
"Minnesota","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2016","1515697"
"Mississippi","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1992","146308"
"Mississippi","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1993","171049"
"Mississippi","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1994","167873"
"Mississippi","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1995","203339"
"Mississippi","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1996","201742"
"Mississippi","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1997","225924"
"Mississippi","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1998","244301"
"Mississippi","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","1999","229501"
"Mississippi","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2000","227716"
"Mississippi","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2001","210786"
"Mississippi","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2002","195814"
"Mississippi","State Government Tax Collections, Corporation Net Income Taxes, NSA","Thous. of $","2003","288778"
