"classification","state","component","industry","Unit","Date","Value"
"NAICS","Missouri","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","42012"
"NAICS","Missouri","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","42204"
"NAICS","Missouri","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","41598"
"NAICS","Missouri","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","41926"
"NAICS","Missouri","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","42487"
"NAICS","Missouri","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","42483"
"NAICS","Missouri","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","42995"
"NAICS","Missouri","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","43004"
"NAICS","Nebraska","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","39369"
"NAICS","Nebraska","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","39830"
"NAICS","Nebraska","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","40474"
"NAICS","Nebraska","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","41761"
"NAICS","Nebraska","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","42227"
"NAICS","Nebraska","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","42746"
"NAICS","Nebraska","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","44904"
"NAICS","Nebraska","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","45488"
"NAICS","Nebraska","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","46062"
"NAICS","Nebraska","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","47056"
"NAICS","Nebraska","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","47501"
"NAICS","Nebraska","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","47770"
"NAICS","Nebraska","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","47973"
"NAICS","Nebraska","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","49569"
"NAICS","Nebraska","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","51360"
"NAICS","Nebraska","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","50631"
"NAICS","Nebraska","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","51565"
"NAICS","Nebraska","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","53101"
"NAICS","Nebraska","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","53859"
"NAICS","Nebraska","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","53949"
"NAICS","North Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","31785"
"NAICS","North Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","33475"
"NAICS","North Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","33710"
"NAICS","North Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","35067"
"NAICS","North Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","35939"
"NAICS","North Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","37893"
"NAICS","North Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","40213"
"NAICS","North Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","40099"
"NAICS","North Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","41272"
"NAICS","North Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","42762"
"NAICS","North Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","44385"
"NAICS","North Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","48379"
"NAICS","North Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","48858"
"NAICS","North Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","52185"
"NAICS","North Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","57066"
"NAICS","North Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","68105"
"NAICS","North Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","67651"
"NAICS","North Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","70986"
"NAICS","North Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","67632"
"NAICS","North Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","64136"
"NAICS","Ohio","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","39635"
"NAICS","Ohio","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","41267"
"NAICS","Ohio","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","42013"
"NAICS","Ohio","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","42678"
"NAICS","Ohio","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","41941"
"NAICS","Ohio","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","42818"
"NAICS","Ohio","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","43445"
"NAICS","Ohio","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","44434"
"NAICS","Ohio","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","44684"
"NAICS","Ohio","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","44532"
"NAICS","Ohio","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","44399"
"NAICS","Ohio","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","43548"
"NAICS","Ohio","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","41593"
"NAICS","Ohio","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","42667"
"NAICS","Ohio","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","44192"
"NAICS","Ohio","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","44896"
"NAICS","Ohio","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","45254"
"NAICS","Ohio","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","46662"
"NAICS","Ohio","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","47146"
"NAICS","Ohio","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","47633"
"NAICS","South Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","30784"
"NAICS","South Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","32443"
"NAICS","South Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","33574"
"NAICS","South Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","35601"
"NAICS","South Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","36327"
"NAICS","South Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","40062"
"NAICS","South Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","40909"
"NAICS","South Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","42046"
"NAICS","South Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","42762"
"NAICS","South Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","42825"
"NAICS","South Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","44017"
"NAICS","South Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","45516"
"NAICS","South Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","45457"
"NAICS","South Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","45605"
"NAICS","South Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","47972"
"NAICS","South Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","46965"
"NAICS","South Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","46869"
"NAICS","South Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","46874"
"NAICS","South Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","47894"
"NAICS","South Dakota","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","47808"
"NAICS","Wisconsin","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","38663"
"NAICS","Wisconsin","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","39695"
"NAICS","Wisconsin","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","41053"
"NAICS","Wisconsin","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","41911"
"NAICS","Wisconsin","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","42078"
"NAICS","Wisconsin","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","42694"
"NAICS","Wisconsin","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","43568"
"NAICS","Wisconsin","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","44455"
"NAICS","Wisconsin","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","45131"
"NAICS","Wisconsin","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","45515"
"NAICS","Wisconsin","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","45464"
"NAICS","Wisconsin","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","44622"
"NAICS","Wisconsin","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","43215"
"NAICS","Wisconsin","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","44126"
"NAICS","Wisconsin","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","44906"
"NAICS","Wisconsin","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","45382"
"NAICS","Wisconsin","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","45845"
"NAICS","Wisconsin","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","46423"
"NAICS","Wisconsin","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","47325"
"NAICS","Wisconsin","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","47833"
"NAICS","Alabama","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","31398"
"NAICS","Alabama","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","32164"
"NAICS","Alabama","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","33106"
"NAICS","Alabama","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","33284"
"NAICS","Alabama","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","33312"
"NAICS","Alabama","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","34068"
"NAICS","Alabama","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","34855"
"NAICS","Alabama","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","36702"
"NAICS","Alabama","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","37578"
"NAICS","Alabama","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","37735"
"NAICS","Alabama","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","37522"
"NAICS","Alabama","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","36976"
"NAICS","Alabama","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","35376"
"NAICS","Alabama","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","35913"
"NAICS","Alabama","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","36201"
"NAICS","Alabama","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","36425"
"NAICS","Alabama","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","36660"
"NAICS","Alabama","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","36455"
"NAICS","Alabama","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","36911"
"NAICS","Alabama","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","37402"
"NAICS","Arkansas","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","30435"
"NAICS","Arkansas","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","30513"
"NAICS","Arkansas","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","31877"
"NAICS","Arkansas","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","31834"
"NAICS","Arkansas","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","31685"
"NAICS","Arkansas","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","32514"
"NAICS","Arkansas","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","33678"
"NAICS","Arkansas","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","34936"
"NAICS","Arkansas","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","35649"
"NAICS","Arkansas","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","35803"
"NAICS","Arkansas","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","35205"
"NAICS","Arkansas","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","34957"
"NAICS","Arkansas","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","33837"
"NAICS","Arkansas","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","34671"
"NAICS","Arkansas","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","35146"
"NAICS","Arkansas","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","34965"
"NAICS","Arkansas","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","35865"
"NAICS","Arkansas","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","36274"
"NAICS","Arkansas","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","36338"
"NAICS","Arkansas","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","36524"
"NAICS","Delaware","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","57306"
"NAICS","Delaware","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","61729"
"NAICS","Delaware","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","66794"
"NAICS","Delaware","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","68992"
"NAICS","Delaware","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","71155"
"NAICS","Delaware","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","67853"
"NAICS","Delaware","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","67956"
"NAICS","Delaware","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","69500"
"NAICS","Delaware","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","67525"
"NAICS","Delaware","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","67857"
"NAICS","Delaware","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","66344"
"NAICS","Delaware","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","62535"
"NAICS","Delaware","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","64313"
"NAICS","Delaware","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","62837"
"NAICS","Delaware","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","63793"
"NAICS","Delaware","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","62174"
"NAICS","Delaware","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","60719"
"NAICS","Delaware","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","63368"
"NAICS","Delaware","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","64516"
"NAICS","Delaware","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","64054"
"NAICS","District of Columbia","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","131417"
"NAICS","District of Columbia","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","134065"
"NAICS","District of Columbia","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","138460"
"NAICS","District of Columbia","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","138628"
"NAICS","District of Columbia","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","144598"
"NAICS","District of Columbia","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","148686"
"NAICS","District of Columbia","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","152623"
"NAICS","District of Columbia","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","160065"
"NAICS","District of Columbia","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","163100"
"NAICS","District of Columbia","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","164366"
"NAICS","District of Columbia","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","167668"
"NAICS","District of Columbia","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","170687"
"NAICS","District of Columbia","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","166178"
"NAICS","District of Columbia","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","168030"
"NAICS","District of Columbia","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","166870"
"NAICS","District of Columbia","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","163274"
"NAICS","District of Columbia","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","159497"
"NAICS","District of Columbia","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","159745"
"NAICS","District of Columbia","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","159881"
"NAICS","District of Columbia","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","160643"
"NAICS","Florida","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","35372"
"NAICS","Florida","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","36773"
"NAICS","Florida","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","37913"
"NAICS","Florida","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","38860"
"NAICS","Florida","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","39445"
"NAICS","Florida","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","40254"
"NAICS","Florida","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","40983"
"NAICS","Florida","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","41736"
"NAICS","Florida","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","43326"
"NAICS","Florida","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","43926"
"NAICS","Florida","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","43506"
"NAICS","Florida","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","41241"
"NAICS","Florida","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","38695"
"NAICS","Florida","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","38604"
"NAICS","Florida","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","37876"
"NAICS","Florida","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","37705"
"NAICS","Florida","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","38023"
"NAICS","Florida","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","38477"
"NAICS","Florida","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","39289"
"NAICS","Florida","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","39506"
"NAICS","Georgia","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","40873"
"NAICS","Georgia","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","42737"
"NAICS","Georgia","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","44677"
"NAICS","Georgia","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","45447"
"NAICS","Georgia","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","45181"
"NAICS","Georgia","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","44771"
"NAICS","Georgia","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","45453"
"NAICS","Georgia","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","46599"
"NAICS","Georgia","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","47610"
"NAICS","Georgia","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","47013"
"NAICS","Georgia","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","46374"
"NAICS","Georgia","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","44239"
"NAICS","Georgia","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","42052"
"NAICS","Georgia","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","42029"
"NAICS","Georgia","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","42140"
"NAICS","Georgia","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","42191"
"NAICS","Georgia","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","42500"
"NAICS","Georgia","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","43465"
"NAICS","Georgia","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","44299"
"NAICS","Georgia","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","45140"
"NAICS","Kentucky","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","35264"
"NAICS","Kentucky","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","35980"
"NAICS","Kentucky","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","36847"
"NAICS","Kentucky","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","35513"
"NAICS","Kentucky","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","35497"
"NAICS","Kentucky","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","36161"
"NAICS","Kentucky","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","36731"
"NAICS","Kentucky","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","37463"
"NAICS","Kentucky","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","38205"
"NAICS","Kentucky","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","38856"
"NAICS","Kentucky","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","38159"
"NAICS","Kentucky","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","37875"
"NAICS","Kentucky","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","36209"
"NAICS","Kentucky","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","37579"
"NAICS","Kentucky","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","37926"
"NAICS","Kentucky","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","38052"
"NAICS","Kentucky","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","38247"
"NAICS","Kentucky","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","38334"
"NAICS","Kentucky","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","38610"
"NAICS","Kentucky","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","38950"
"NAICS","Louisiana","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","40733"
"NAICS","Louisiana","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","41518"
"NAICS","Louisiana","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","42192"
"NAICS","Louisiana","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","40679"
"NAICS","Louisiana","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","41302"
"NAICS","Louisiana","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","41756"
"NAICS","Louisiana","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","43275"
"NAICS","Louisiana","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","44706"
"NAICS","Louisiana","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","47004"
"NAICS","Louisiana","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","49164"
"NAICS","Louisiana","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","46878"
"NAICS","Louisiana","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","46578"
"NAICS","Louisiana","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","46949"
"NAICS","Louisiana","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","48599"
"NAICS","Louisiana","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","45712"
"NAICS","Louisiana","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","45482"
"NAICS","Louisiana","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","43725"
"NAICS","Louisiana","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","44453"
"NAICS","Louisiana","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","44503"
"NAICS","Louisiana","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","44451"
"NAICS","Maryland","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","41966"
"NAICS","Maryland","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","43200"
"NAICS","Maryland","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","44507"
"NAICS","Maryland","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","45619"
"NAICS","Maryland","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","46792"
"NAICS","Maryland","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","47714"
"NAICS","Maryland","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","48471"
"NAICS","Maryland","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","50547"
"NAICS","Maryland","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","51960"
"NAICS","Maryland","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","52697"
"NAICS","Maryland","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","52646"
"NAICS","Maryland","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","52877"
"NAICS","Maryland","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","52515"
"NAICS","Maryland","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","53675"
"NAICS","Maryland","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","54209"
"NAICS","Maryland","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","54018"
"NAICS","Maryland","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","53765"
"NAICS","Maryland","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","54108"
"NAICS","Maryland","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","54908"
"NAICS","Maryland","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","56070"
"NAICS","Mississippi","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","28265"
"NAICS","Mississippi","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","28714"
"NAICS","Mississippi","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","29257"
"NAICS","Mississippi","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","29166"
"NAICS","Mississippi","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","28856"
"NAICS","Mississippi","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","29056"
"NAICS","Mississippi","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","30139"
"NAICS","Mississippi","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","30509"
"NAICS","Mississippi","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","30813"
"NAICS","Mississippi","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","31513"
"NAICS","Mississippi","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","32041"
"NAICS","Mississippi","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","33128"
"NAICS","Mississippi","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","31658"
"NAICS","Mississippi","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","31688"
"NAICS","Mississippi","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","31167"
"NAICS","Mississippi","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","31786"
"NAICS","Mississippi","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","31923"
"NAICS","Mississippi","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","31613"
"NAICS","Mississippi","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","31700"
"NAICS","Mississippi","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","32102"
"NAICS","North Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","39330"
"NAICS","North Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","40363"
"NAICS","North Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","41811"
"NAICS","North Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","42193"
"NAICS","North Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","42388"
